"YEAR","STATE","ew","BpS_Code","BPS_LLID","sclass","PERC_CHNG","AREA_CHNG","PREV_AREA","PERC_CHNG_VAR","AREA_CHNG_VAR","PREV_AREA_VAR","nPlots_AREA","N"
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030205","A",0.676634746160647,106.71275549469,15771.1019276202,0.206974141823005,219851.34334455,115385534.879163,3,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030205","B",-0.153666296451423,-67.3269533748705,43813.7411583638,0.00477203481104252,243338.994646521,375401204.217675,6,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030205","E",0.154689848420385,34.5662886757203,22345.5443448254,0.0091479505952818,1135.60412464802,192060097.19605,3,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030206","B",3.00914981427453,66.409299120748,2206.91235795977,8.71901077594078,4332.78359550001,4784971.74939672,1,4789
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030206","C",-9.80392156862745,-66.409299120748,677.37485103163,92.5506025457977,4332.78359550001,450782.80527582,1,4789
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030206","E",0,0,5768.5744179828,0,0,16247109.6825885,2,4789
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030207","B",-4.17095485124004,-1630.028993838,39080.4756218684,4.34581477336815,1161209.07126319,388957384.371677,4,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030207","E",4.04310165170068,897.540436992738,22199.3042548213,6.86267663408488,857795.057449251,206839164.506886,3,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030208","E",0,0,20445.9294594024,0,0,195814808.975813,2,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030209","A",-6.87820876612983,-1013.41033957801,14733.6374052547,26.028706815317,533644.214391493,121745710.389406,3,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030209","B",3.55809557910287,804.73328197631,22616.9664104193,4.99335480037149,580148.078365806,200593417.186843,5,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030209","E",0,0,39043.6931559839,0,0,348269137.469613,4,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030210","A",-10.3092783505155,-1246.48822930964,12090.9358243035,78.5455909908661,1171578.12622472,110233785.896484,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030210","B",18.5280682069971,1341.71656232033,7241.5350986976,465.29841792954,1357426.90427989,71073616.2325846,2,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030210","E",0,0,14659.7461001955,0,0,150301134.431712,2,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030211","B",0.130390084851096,26.6709382643292,20454.7288199,0.00794513120084733,720.769082547721,197733896.739769,2,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030211","E",0,0,11419.3264530866,0,0,116668650.028037,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030212","A",-10,-19.1640730887618,191.640730887618,73.9035465633059,276.930333140785,27693.0333140785,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030212","E",2.78846406860146,728.462533759403,26124.1499204528,2.51767761695015,400137.570793117,223186718.981187,3,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030213","B",4.10115796003752,628.797862067732,15332.2029581611,9.4381021670388,353749.071178674,132525727.740776,2,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030213","E",0,0,910.529764819072,0,0,896151.346580249,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030501","A",-10.3092783505155,-967.634366913519,9386.05335906114,105.550308428175,948757.353823811,89268579.4212824,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030501","B",11.5493276337123,967.634366913519,8378.27445546708,151.572723373215,948757.353823811,79758703.8923805,2,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030703","B",4.16508612514185,370.094988866348,8885.65032622811,18.4741854393527,140500.248724006,84072493.5806011,2,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030704","A",Inf,198.806144276656,0,NA,34003.7612724006,0,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030704","B",-0.633543171576072,-176.740231912026,27897.1094380746,0.132298093946947,709813.950146942,277142154.280464,4,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030704","C",Inf,258.637143051378,0,NA,90662.7570219614,0,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030704","E",-4.40606631494807,-808.124872131113,18341.1872261082,9.93047786428631,346730.210001541,175559379.746372,2,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030705","A",-10.3092783505155,-916.046425384341,8885.65032622811,110.918097591268,893532.719530248,84072493.5806011,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030705","B",8.55560079135927,916.046425384341,10706.9795298245,52.6769110467572,893532.719530248,82487654.7730203,3,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030705","E",0,0,6535.83819838799,0,0,40599813.6855274,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030706","B",0,0,30862.200413594,0,0,295647517.239468,2,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030706","E",-2.52525252525253,-224.385109248184,8885.65032622811,6.65511414802214,53612.1910905782,84072493.5806011,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030707","B",0.0974946990768867,30.2517219632289,31029.0941452844,0.0030818387136925,444.321481957031,318516340.029966,3,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030707","E",Inf,337.998437204162,0,NA,84973.4921750742,0,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030708","B",0.140056459021243,68.4087129485132,48843.6687794149,0.00366061524465255,3179.65581229929,454228398.192519,4,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030708","E",0,0,26120.1190932785,0,0,272296966.773132,2,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030801","B",0,0,44024.201406049,0,0,391640207.935761,3,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030801","E",0,0,15668.2115662307,0,0,154066654.606659,2,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030802","A",0,0,5163.06926180591,0,0,57129195.4142981,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030802","B",3.65678998308755,1372.60258391626,37535.7236883843,3.73230863462305,885385.390793903,393088157.284407,5,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030802","E",-4.64538992835839,-1372.60258391626,29547.6290491144,6.27881447064441,885385.390793903,258900393.425038,3,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030803","A",-9.80392156862745,-816.46050235026,8327.89712397265,107.300340466541,759279.044804014,78995391.8214096,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030803","B",1.65481879363923,816.46050235026,49338.3629366888,0.517934896301032,759279.044804014,460131678.627596,7,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030803","E",-0.188807804506818,-78.546848943514,41601.484191125,0.00774465642818893,6876.03693071221,384044325.955691,4,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030804","A",0,0,972.257060698125,0,0,627345.044037267,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030804","B",0,0,13905.4332330758,0,0,128325601.394627,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030901","A",0,0,2777.38958850672,0,0,7711211.41006856,1,4789
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030901","B",0,0,11348.2060856391,0,0,32519550.3373983,5,4789
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030901","E",0,0,15962.4863104282,0,0,43536531.7011562,6,4789
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030902","A",-0.0168128332356087,-0.163863947345615,974.636130920273,0.000291522627521117,0.028254452407732,999551.290479384,1,4789
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030902","B",-1.82493556874344,-272.942714962012,14956.2932323111,0.547522763186108,78485.3902555043,37585353.7626565,7,4789
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030902","E",2.86223344783425,482.055065474087,16841.919929307,3.14594268520175,122989.584977044,109011500.70691,6,9917
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030903","B",0,0,8526.22910251588,0,0,89357112.3555354,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030903","E",0.220083027191749,24.0398828607939,10923.0971454464,0.0328506680973051,719.026812980473,82990507.1184054,2,9917
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030904","A",-7.49465612256607,-17.8578169450291,238.274000207428,37.3342962138802,362.347822526384,38667.6638135042,2,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030904","B",0.216134085180007,116.974540416715,54121.283239195,0.0078528681274908,10317.0084806795,501490690.27356,6,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030904","C",-10,-99.1167234716856,991.167234716856,99.3122852000699,9954.66065815311,995466.065815311,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030905","A",0,0,504.537832427451,0,0,275156.984530951,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030905","B",-2.20570660482941,-220.651752166385,10003.676449228,3.2140460104813,52626.9047965644,66606330.0187708,2,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030905","E",2.46382724049282,190.214008960399,7720.26568398328,6.43298644919713,53605.4223572131,62951809.6696196,2,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030906","A",7.22803145465976,199.643217258688,2762.06901576199,36.1315999530602,170915.138054803,5145729.03483229,3,9917
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030906","B",-8.68576005930514,-1451.08433350669,16706.4750073556,45.1909075659308,2012267.67313299,171361368.023515,3,9917
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710030906","E",-0.798879620274306,-181.575119305035,22728.7209107535,0.212974442989653,29621.131789131,173679516.943208,4,9917
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710031001","A",-10.5263157894737,-1452.40937384818,13797.8890515577,76.7147392706888,1490162.8120437,134487193.786944,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710031001","B",7.35613234325648,1605.75995276434,21828.8616603856,22.4797960077532,1508405.80099153,198284244.95524,4,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710031001","E",0,0,23115.5022754832,0,0,223156211.050543,2,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710031002","A",Inf,204.421145930396,0,NA,43971.5431233129,0,1,4789
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710031002","B",-1.19597937349758,-415.287538630739,34723.6371992146,0.307164665554169,79406.9118953803,260405183.69698,6,9917
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710031002","C",Inf,210.866392700344,0,NA,35435.3687720674,0,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710031002","E",-0.498688065062084,-158.783444643695,31840.2335584124,0.0524371618279079,21382.0245323111,218972851.116472,5,9917
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710031003","A",4.98285281632247,43.0720473057951,864.40536964493,18.4038142349077,2514.42197375088,553741.683327571,3,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710031003","B",1.70419093823147,531.377946315525,31180.6578942948,0.875815305395228,386206.216236692,293055280.877787,4,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710031003","E",-0.853877029374354,-574.44999362132,67275.4944634389,0.0919137181628072,388720.638210443,582972574.558482,8,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710031004","A",Inf,21.0566930064114,0,NA,376.026728078058,0,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710031004","B",0,0,12067.6550039353,0,0,116056105.083433,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710031004","E",0.170506053182217,54.9666573741722,32237.3642157034,0.00785217384470655,3613.39884914916,286091141.173765,3,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710031101","A",0.385442447356676,2.68996671455105,697.890627510944,0.123488880790467,6.1366619098288,413059.977200936,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710031101","E",-0.0258599945340138,-2.68996671455105,10402.0389912029,0.00055586026690099,6.1366619098288,91764634.6054901,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710031102","A",-9.9009900990099,-821.441082039317,8296.5549285971,71.4630790218094,501888.125514627,51197607.6837471,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710031102","B",Inf,1123.00298194069,0,NA,938028.214141487,0,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710031104","B",-9.70873786407767,-733.636251510348,7556.45339055658,87.5637790926335,510140.875597774,54120845.4921678,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710031104","E",Inf,824.04469223814,0,NA,643620.827904286,0,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710031105","A",-10.2040816326531,-70.2865928304345,688.808609738258,83.8787231884157,4060.49103180108,389969.558694176,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710031105","B",-1.75591883283135,-992.765759432468,56538.2488569629,0.469849404844951,1116326.46637293,497574993.792685,6,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710031105","E",6.36023924172793,1191.4260430552,18732.409234523,18.4480412036131,1236906.91934716,159961445.8355,5,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710031106","A",-3.82479677511775,-94.8391457717757,2479.58653355788,16.2872586239208,100253.682978342,7223851.36460809,2,9917
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710031106","B",3.23736898978274,78.5702292509621,2426.9778792264,10.278438116594,6177.15319645731,5893916.34548335,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710031107","E",0,0,11288.0886951642,0,0,31940391.8837381,4,4789
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1710031201","E",0,0,17339.5950169168,0,0,195518600.645454,1,222
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1801020602","A",Inf,5.52095216430042,0,NA,24.2912681446193,0,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1801020602","B",0,0,11236.3511963086,0,0,107777457.871585,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1801020602","E",0.765383584888809,77.5648525377944,10134.1149809298,0.457562997277533,4794.59758063625,81845324.414489,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1801020604","A",-10.1010101010101,-1053.31750474843,10427.8432970094,90.5289200126214,1004398.23916746,98441071.4208028,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1801020604","B",Inf,1053.31750474843,0,NA,1004398.23916746,0,1,5128
2017,"Oregon","eastside","Na0710270_fdd","Na0710270_fdd_1801020606","A",0,0,11352.4783703371,0,0,110878851.730458,1,5128
2017,"Oregon","eastside","Na0710412_fmc","Na0710412_fmc_OEC","A",-9.7575,-259.166977131322,2656.07970413858,100.450842594902,76051.7695664523,7598149.67073344,2,4789
2017,"Oregon","eastside","Na0710412_fmc","Na0710412_fmc_OEC","B",Inf,265.607970413858,0,NA,75981.4967073344,0,1,4789
2017,"Oregon","eastside","Na0710412_fmc","Na0710412_fmc_OEC","E",0.280441186887879,13.2139965280894,4711.86014961932,0.0419757521692479,188.058953194197,12049628.7467442,2,4789
2017,"Oregon","eastside","Na0710412_fmc","Na0710412_fmc_OSW","A",2.10498400543649,13.0823026979253,621.491786357422,4.26655348762633,168.142535510623,379472.223147664,1,4789
2017,"Oregon","eastside","Na0710412_fmc","Na0710412_fmc_OSW","B",0.165885514213185,4.29694322969355,2590.30648340482,0.0907035632766355,153035.342897313,7505666.65047016,2,4789
2017,"Oregon","eastside","Na0710412_fmc","Na0710412_fmc_OSW","C",Inf,259.030648340482,0,NA,75056.6665047016,0,1,4789
2017,"Oregon","eastside","Na0710412_fmc","Na0710412_fmc_OSW","E",-1.22986901625225,-238.74533680893,19412.2572122723,0.209430564275408,79225.6829852246,53270248.6988132,7,4789
2017,"Oregon","eastside","Na0710412_fmh","Na0710412_fmh_OEC","A",-0.191880233335089,-114.137908583749,59483.9325551712,0.00237154378057672,3165010.92868536,336441169.212358,31,10139
2017,"Oregon","eastside","Na0710412_fmh","Na0710412_fmh_OEC","B",-0.564110040996073,-1271.89737918877,225469.728732877,0.00776291568914317,4755583.80323343,1315306083.55676,66,10139
2017,"Oregon","eastside","Na0710412_fmh","Na0710412_fmh_OEC","C",1.87857378039308,51.0237154392652,2716.08791583309,2.52365851785641,105979.237708005,4744586.92467578,4,5011
2017,"Oregon","eastside","Na0710412_fmh","Na0710412_fmh_OEC","D",-3.92736821588726,-201.951512081545,5142.15884481105,7.6314732965057,48752.8137250275,13324700.885386,4,4789
2017,"Oregon","eastside","Na0710412_fmh","Na0710412_fmh_OEC","E",0.47760101798298,1310.9705024995,274490.726178942,0.00560623064055465,2059268.12711283,1812395706.04021,70,10139
2017,"Oregon","eastside","Na0710412_fmh","Na0710412_fmh_OSW","A",367.447225601365,227.752899644932,61.9824790545613,137649.655476546,66829.9981960783,3916.22991976156,2,4789
2017,"Oregon","eastside","Na0710412_fmh","Na0710412_fmh_OSW","B",0.51833108869282,327.414382827645,63167.0355049225,0.0205564643835891,1046796.64640848,292760495.216958,17,9917
2017,"Oregon","eastside","Na0710412_fmh","Na0710412_fmh_OSW","D",80.5648553473356,1150.68773602195,1428.27505996386,6675.2168826797,1462499.18444438,2092542.99027182,2,5350
2017,"Oregon","eastside","Na0710412_fmh","Na0710412_fmh_OSW","E",-0.981866332478262,-1694.85762873065,172615.922622866,0.0356435304793402,2442596.38485045,1148228366.64232,28,10139
2017,"Oregon","eastside","Na0710412_fmi","Na0710412_fmi_OEC","B",0,0,8993.66322095255,0,0,79436405.6210263,2,9917
2017,"Oregon","eastside","Na0710412_fmi","Na0710412_fmi_OSW","A",Inf,167.515847377367,0,NA,31556.9427720817,0,1,4789
2017,"Oregon","eastside","Na0710412_fmi","Na0710412_fmi_OSW","E",-0.733696707250457,-167.701690625369,22857.0864456833,0.176646660845035,31556.9767035598,172714942.190785,5,5011
2017,"Oregon","eastside","R1RFWF_fcw","R1RFWF_fcw_17100301","A",-7.21016265015173,-998.774672570945,13852.3181935421,8.37307679866771,263490.30574259,31604642.252654,12,9917
2017,"Oregon","eastside","R1RFWF_fcw","R1RFWF_fcw_17100301","B",0.858578490530559,354.898289229963,41335.5672363342,0.0549953313326281,496686.581869003,121870544.376724,21,9917
2017,"Oregon","eastside","R1RFWF_fcw","R1RFWF_fcw_17100301","C",-7.26344064971784,-110.638068330996,1523.21845343768,57.707464916049,27799.0469875826,2609200.84220906,2,4789
2017,"Oregon","eastside","R1RFWF_fcw","R1RFWF_fcw_17100301","D",-0.763420371531248,-7.71251210865572,1010.25757187828,0.540996886837384,56.3363369283316,966631.883049003,1,4789
2017,"Oregon","eastside","R1RFWF_fcw","R1RFWF_fcw_17100301","E",0.61739238971679,844.414822710583,136771.174503452,0.00987779309020565,202037.448926538,483489882.222447,51,10139
2017,"Oregon","eastside","RaABAMlw_fsi","RaABAMlw_fsi_17070105B","A",-10.0625242097737,-441.590245456702,4388.46393062871,59.0356899273786,116143.099527709,11456727.6628974,2,4789
2017,"Oregon","eastside","RaABAMlw_fsi","RaABAMlw_fsi_17070105B","B",9.03688230939721,772.729108650643,8550.83735955156,27.1261857356019,199746.821422619,24280125.234392,7,4789
2017,"Oregon","eastside","RaABAMlw_fsi","RaABAMlw_fsi_17070105B","E",-4.1847181595679,-327.677784473722,7830.34297601435,6.09079580733876,81233.7190750907,21760489.6423973,3,4789
2017,"Oregon","eastside","RaABAMlw_fsi","RaABAMlw_fsi_17070301","B",0,0,16973.0803880138,0,0,175888504.608017,2,5011
2017,"Oregon","eastside","RaABAMlw_fsi","RaABAMlw_fsi_17070301","E",Inf,128.04145921646,0,NA,15756.9939613207,0,1,4789
2017,"Oregon","eastside","RaABAMlw_fsi","RaABAMlw_fsi_17070306","A",0,0,121.544871669357,0,0,14434.6450731726,1,4789
2017,"Oregon","eastside","RaABAMlw_fsi","RaABAMlw_fsi_17070306","B",-0.837308751705556,-207.962477694981,24837.0123053619,0.215752565289023,24338.5923114088,190855072.879118,5,9917
2017,"Oregon","eastside","RaABAMlw_fsi","RaABAMlw_fsi_17070306","E",0,0,7908.0778934723,0,0,84520140.5591399,1,222
2017,"Oregon","eastside","RaABAMlw_fsi","RaABAMlw_fsi_17100301","A",0,0,88.8936648781645,0,0,10180.8782198849,1,4789
2017,"Oregon","eastside","RaABAMlw_fsi","RaABAMlw_fsi_17100301","B",7.30268944485771,356.957623280938,4888.02962218658,32.0291174428939,104587.670211589,14347875.7624588,3,4789
2017,"Oregon","eastside","RaABAMlw_fsi","RaABAMlw_fsi_17100301","D",0,0,1192.14983893608,0,0,1598250.37137656,1,4789
2017,"Oregon","eastside","RaABAMlw_fsi","RaABAMlw_fsi_17100301","E",-1.17325530384586,-341.108045025704,29073.6418499513,0.222760918782313,104834.469910666,138444063.901628,9,9917
2017,"Oregon","eastside","RaABAMlw_fsi","RaABAMlw_fsi_17100302","E",0,0,2884.2872089914,0,0,8173088.71227777,1,4789
2017,"Oregon","eastside","RaABAMlw_fsw","RaABAMlw_fsw_17070105B","B",0.843777846458576,18.5583300977311,2199.43320100455,0.751540283426631,370.939795449825,5210113.57678881,1,4789
2017,"Oregon","eastside","RaABAMlw_fsw","RaABAMlw_fsw_17070306","A",0,0,1122.69385242662,0,0,1325731.36248377,1,4789
2017,"Oregon","eastside","RaABAMlw_fsw","RaABAMlw_fsw_17070306","B",0,0,1593.720017466,0,0,2671510.56648805,1,4789
2017,"Oregon","eastside","RaABAMlw_fsw","RaABAMlw_fsw_17070306","E",0,0,2656.07970413858,0,0,7598149.67073344,1,4789
2017,"Oregon","eastside","RaABAMlw_fwc","RaABAMlw_fwc_17070306","A",10.8333333333333,0.35313380308604,3.25969664387114,120.983861775511,0.131163025073081,11.1760210713158,1,4789
2017,"Oregon","eastside","RaABAMlw_fwc","RaABAMlw_fwc_17070306","B",-0.013015618742491,-0.35313380308604,2713.15417324874,0.000174635635005434,0.131163025073081,7742510.21820486,1,4789
