"YEAR","AREA_DOMAIN1","AREA_DOMAIN2","sclass1","sclass2","STATE1","STATE2","STATUS1","STATUS2","AREA_CHNG","AREA_CHNG_VAR","nPlots_AREA","N"
2018,1,1,"E","C","Washington","Washington","Forest","Forest",10322.6660460177,5565254.34608704,38,6527
2018,1,1,"E","D","Oregon","Oregon","Forest","Forest",2265.61995768518,1392437.03536028,10,11598
2018,1,1,"E","D","Washington","Washington","Forest","Forest",389.813576422706,64224.8119699206,4,6308
2019,0,1,NA,"A","Oregon","Oregon","Non-forest","Forest",17050.4980355223,7044606.30464244,167,13050
2019,0,1,NA,"A","Washington","Washington","Non-forest","Forest",13660.0607325302,6806812.83607518,100,7427
2019,0,1,NA,"B","Oregon","Oregon","Non-forest","Forest",47785.7740278492,20142213.7088628,500,13050
2019,0,1,NA,"B","Washington","Washington","Non-forest","Forest",22419.9909069018,6193501.18457707,280,7427
2019,0,1,NA,"C","Oregon","Oregon","Non-forest","Forest",3685.32455377799,1694310.29056397,36,13050
2019,0,1,NA,"C","Washington","Washington","Non-forest","Forest",2430.31864166559,762323.227951624,30,7427
2019,0,1,NA,"E","Oregon","Oregon","Non-forest","Forest",11876.8122386705,2185546.75739662,275,13050
2019,0,1,NA,"E","Washington","Washington","Non-forest","Forest",5814.1272418974,751024.791882278,113,7427
2019,1,0,"A",NA,"Oregon","Oregon","Forest","Non-forest",27715.7974112065,12687296.6913415,180,13050
2019,1,0,"A",NA,"Washington","Washington","Forest","Non-forest",12917.1872023512,5429146.5959064,97,7427
2019,1,0,"B",NA,"Oregon","Oregon","Forest","Non-forest",67387.8432187423,30762318.4644057,462,13050
2019,1,0,"B",NA,"Washington","Washington","Forest","Non-forest",34605.6223690693,13779578.6099504,294,7427
2019,1,0,"C",NA,"Oregon","Oregon","Forest","Non-forest",4130.70128033107,1400331.71682319,37,13050
2019,1,0,"C",NA,"Washington","Washington","Forest","Non-forest",2779.25505658664,640271.776337845,32,7427
2019,1,0,"D",NA,"Oregon","Oregon","Forest","Non-forest",36.0371557902786,393.793504923172,3,12761
2019,1,0,"D",NA,"Washington","Washington","Forest","Non-forest",68.8658477398312,6593.90920901973,1,241
2019,1,0,"E",NA,"Oregon","Oregon","Forest","Non-forest",16613.2568757116,4311114.55488579,264,13050
2019,1,0,"E",NA,"Washington","Washington","Forest","Non-forest",14561.5219899446,4153349.54318751,144,7427
2019,1,1,"A","B","Oregon","Oregon","Forest","Forest",166342.34426945,82015308.0473647,561,13050
2019,1,1,"A","B","Washington","Washington","Forest","Forest",126327.133997861,72127710.8875351,321,7427
2019,1,1,"A","C","Oregon","Oregon","Forest","Forest",3762.28426170507,915066.202953852,35,13050
2019,1,1,"A","C","Washington","Washington","Forest","Forest",6726.08089021759,3571101.78771329,31,7427
2019,1,1,"A","D","Oregon","Oregon","Forest","Forest",724.900433678259,501266.722695568,4,6444
2019,1,1,"A","D","Washington","Washington","Forest","Forest",880.104675738351,298796.126326329,6,4565
2019,1,1,"A","E","Oregon","Oregon","Forest","Forest",6221.98767512417,1901087.89329995,109,13050
2019,1,1,"A","E","Washington","Washington","Forest","Forest",1230.79422546539,155827.645866124,24,7186
2019,1,1,"B","A","Oregon","Oregon","Forest","Forest",107620.213216239,49539490.4955441,447,13050
2019,1,1,"B","A","Washington","Washington","Forest","Forest",92958.2422803733,54135007.8114785,288,7427
2019,1,1,"B","C","Oregon","Oregon","Forest","Forest",16627.4838338477,6224787.13923804,92,13050
2019,1,1,"B","C","Washington","Washington","Forest","Forest",24475.7512240595,14183655.1416153,87,7427
2019,1,1,"B","D","Oregon","Oregon","Forest","Forest",374.436714130505,54000.8865374582,6,12761
2019,1,1,"B","D","Washington","Washington","Forest","Forest",1977.82919792076,2374343.98438994,4,4806
2019,1,1,"B","E","Oregon","Oregon","Forest","Forest",184174.625773446,78391858.8279242,635,13050
2019,1,1,"B","E","Washington","Washington","Forest","Forest",130488.503884374,76832065.5258607,299,7427
2019,1,1,"C","A","Oregon","Oregon","Forest","Forest",14231.3461738281,6439346.46230821,66,13050
2019,1,1,"C","A","Washington","Washington","Forest","Forest",7301.00134764162,3436762.07844071,34,7427
2019,1,1,"C","B","Oregon","Oregon","Forest","Forest",25518.5977934075,10537137.3543044,126,13050
2019,1,1,"C","B","Washington","Washington","Forest","Forest",15289.365468459,8161826.4566237,67,7427
2019,1,1,"C","D","Oregon","Oregon","Forest","Forest",57.7408147407283,3509.93337603187,1,6155
2019,1,1,"C","D","Washington","Washington","Forest","Forest",998.619332869778,634411.639583398,6,7427
2019,1,1,"C","E","Oregon","Oregon","Forest","Forest",6074.92446912069,2790093.55104464,33,13050
2019,1,1,"C","E","Washington","Washington","Forest","Forest",7143.12866464985,4555917.93222171,31,7427
2019,1,1,"D","A","Oregon","Oregon","Forest","Forest",740.845292482392,351383.232365638,1,6606
2019,1,1,"D","A","Washington","Washington","Forest","Forest",1802.90852754615,1389526.8081906,2,4565
2019,1,1,"D","B","Oregon","Oregon","Forest","Forest",597.319961486824,128270.945782071,3,6155
2019,1,1,"D","B","Washington","Washington","Forest","Forest",984.97399308447,590785.5948825,3,4565
2019,1,1,"D","C","Oregon","Oregon","Forest","Forest",228.737101540334,28509.8728575163,2,6155
2019,1,1,"D","C","Washington","Washington","Forest","Forest",540.704838725036,96053.3650852424,5,7186
2019,1,1,"D","E","Oregon","Oregon","Forest","Forest",1599.20674021253,685811.370421226,10,13050
2019,1,1,"D","E","Washington","Washington","Forest","Forest",725.069761094205,307633.410372822,5,2862
2019,1,1,"E","A","Oregon","Oregon","Forest","Forest",56669.6636796093,31345948.9702827,224,13050
2019,1,1,"E","A","Washington","Washington","Forest","Forest",41024.0924062914,25634048.2144414,113,7427
2019,1,1,"E","B","Oregon","Oregon","Forest","Forest",86954.186885648,37641227.1576918,366,13050
2019,1,1,"E","B","Washington","Washington","Forest","Forest",55466.0430104449,31165204.3469517,156,7427
2019,1,1,"E","C","Oregon","Oregon","Forest","Forest",10936.3125025243,5461936.04740784,46,13050
2019,1,1,"E","C","Washington","Washington","Forest","Forest",11501.31009506,5903952.72979777,46,7427
2019,1,1,"E","D","Oregon","Oregon","Forest","Forest",2608.91503475786,1230282.18549503,12,13050
2019,1,1,"E","D","Washington","Washington","Forest","Forest",331.299279293771,47412.9754985429,4,7186
