"YEAR","STATE","ew","sclass","PERC_AREA","AREA_TOTAL","PERC_AREA_VAR","AREA_TOTAL_VAR","nPlots_AREA","N"
2017,"Washington","westside","E",20.0919684888216,4441174.20003168,0.0101713471063062,10102697125.204,1274,9535
2018,"Oregon","eastside","A",7.65169482890515,2254598.09455989,0.00104134511389859,7639135306.29755,1260,14938
2018,"Oregon","eastside","B",38.0201703977126,11202773.4574185,0.0255363012647606,28440769536.1036,3978,14938
2018,"Oregon","eastside","C",1.81126015238838,533694.008927356,6.01370144444638e-05,1740119097.01129,286,14938
2018,"Oregon","eastside","D",0.15869316737119,46759.4854179455,6.90374947873594e-07,211815141.111701,31,14938
2018,"Oregon","eastside","E",21.5628337898035,6353562.84625361,0.00842204832454112,15386346053.7032,2545,14938
2018,"Oregon","westside","A",3.44776743368087,1015896.48571685,0.000216905584721472,4414769087.04983,436,14938
2018,"Oregon","westside","B",13.3101661402328,3921886.05126824,0.00321741801310531,13140141202.123,1146,14938
2018,"Oregon","westside","C",0.406637407837315,119817.105280186,3.55603173806215e-06,498476562.161263,63,14938
2018,"Oregon","westside","D",0.0241795912889537,7124.59940788207,2.42342700099021e-08,11484563.9249439,6,14938
2018,"Oregon","westside","E",13.6065970907792,4009230.44636171,0.00336023595220817,11060417011.6163,1311,14938
2018,"Washington","eastside","A",4.53039123461895,1000571.27866868,0.000519951835555876,4128476236.65405,503,9551
2018,"Washington","eastside","B",29.6610411966262,6550866.00246983,0.0221472908701948,20450019893.2005,2042,9551
2018,"Washington","eastside","C",2.88448731652304,637060.910003237,0.000213516954940948,2558995908.77597,266,9551
2018,"Washington","eastside","D",0.143278285942836,31644.096579517,8.4751697515389e-07,176662587.258283,16,9551
2018,"Washington","eastside","E",9.79479423447253,2163254.62502955,0.00243913803957883,9215961398.77951,637,9551
2018,"Washington","westside","A",7.38632432755405,1631325.77173634,0.00136794575987696,6981482266.7157,550,9551
2018,"Washington","westside","B",24.4544976068129,5400961.34582667,0.0151736853508946,18178290076.7189,1410,9551
2018,"Washington","westside","C",0.88149376093181,194684.585466753,2.11052767021494e-05,617716891.860302,123,9551
2018,"Washington","westside","D",0.207466681810085,45820.5908385139,1.46572673229972e-06,192949610.708182,21,9551
2018,"Washington","westside","E",20.0562253547076,4429569.54690356,0.0102102994788181,9901828056.48379,1283,9551
2019,"Oregon","eastside","A",7.63003745879681,2248908.70941474,0.00105311114475642,7618631266.32556,1270,15061
2019,"Oregon","eastside","B",37.9437583004377,11183699.8141341,0.0258492663485033,28406513447.527,3982,15061
2019,"Oregon","eastside","C",1.91189996994264,563521.28245145,6.7786139600402e-05,1874693767.03282,298,15061
2019,"Oregon","eastside","D",0.148848314721114,43872.1661807943,6.11039376849239e-07,179792835.693836,31,15061
2019,"Oregon","eastside","E",21.6418586532012,6378810.67765846,0.00862162791957007,15311669419.1248,2615,15061
2019,"Oregon","westside","A",3.66293326469325,1079628.0575892,0.000248032083701451,4660686428.50536,455,15061
2019,"Oregon","westside","B",13.1688108235508,3881429.61468351,0.00319978905332455,12922427575.4467,1154,15061
2019,"Oregon","westside","C",0.370641407744894,109244.377167013,3.01921383458036e-06,444048063.413055,60,15061
2019,"Oregon","westside","D",0.0323928638301734,9547.60628423577,4.37835165619707e-08,20778789.4579853,7,15061
2019,"Oregon","westside","E",13.4888189430814,3975750.12765375,0.00335753671234751,10618418933.6506,1348,15061
2019,"Washington","eastside","A",4.64485133635611,1024615.81011031,0.00054775728577776,4245381615.65357,512,9556
2019,"Washington","eastside","B",29.253907912586,6453170.27051749,0.0216048002422097,20217453007.6884,2021,9556
2019,"Washington","eastside","C",3.01137134308108,664283.626062093,0.000233391922331911,2706555503.3638,275,9556
2019,"Washington","eastside","D",0.146554773338572,32328.7715657303,8.62730574763409e-07,170291194.974259,17,9556
2019,"Washington","eastside","E",9.95740050071211,2196520.24183702,0.0025283787515409,9264868216.8402,655,9556
2019,"Washington","westside","A",7.27661380542049,1605160.85643977,0.00133216222762051,6840029919.00774,543,9556
2019,"Washington","westside","B",24.3392289583558,5369032.71831951,0.015088003255837,17984980990.9627,1408,9556
2019,"Washington","westside","C",0.960067430314926,211782.939138019,2.5012252070951e-05,676588842.464426,131,9556
2019,"Washington","westside","D",0.164027209031725,36183.0464511748,9.56319191493213e-07,135720811.316004,19,9556
2019,"Washington","westside","E",20.2459767308032,4466095.1120516,0.0104385824373997,9839740522.13936,1291,9556
