"YEAR","STATE","sclass","PERC_AREA","AREA_TOTAL","PERC_AREA_VAR","AREA_TOTAL_VAR","nPlots_AREA","N"
2009,"Oregon","A",9.7375176990444,2783030.8216197,0.0264530751364071,108451818212.884,154,1489
2009,"Oregon","B",51.3699420330645,14681784.0440861,0.729134308101981,394727886352.976,513,1489
2009,"Oregon","C",1.95403877303309,558473.966370784,0.00109746257247135,19883576801.8103,34,1489
2009,"Oregon","D",0.307987641285634,88024.3943957079,3.45647486065354e-05,6221770313.45347,3,1489
2009,"Oregon","E",36.6305138535724,10469182.4155825,0.377596646812919,225041967095.13,380,1489
2009,"Washington","A",10.6070316093451,2339615.42183005,0.0295450590022015,121520026183.592,95,946
2009,"Washington","B",56.6983569906161,12506076.6568095,0.857972002321834,355957963182.431,348,946
2009,"Washington","C",3.64731425933801,804495.829152597,0.00384713138033992,57178938653.9291,27,946
2009,"Washington","D",0.634916916310017,101427.580649346,0.000228687335364337,7551192913.45077,2,598
2009,"Washington","E",28.5874585091168,6305596.25559428,0.220045629198464,234208415188.413,186,946
2010,"Oregon","A",12.0765778263628,3478087.70109758,0.0360374243129657,132182451651.175,166,1460
2010,"Oregon","B",49.5209123255059,14262159.2460145,0.609154530104576,380749543615.661,488,1460
2010,"Oregon","C",1.65554373697475,476801.159483375,0.000709733448155566,12999400575.203,35,1460
2010,"Oregon","D",0.196403465169037,53335.6958619027,1.01376399987452e-05,847360042.05863,4,1426
2010,"Oregon","E",36.561774495144,10529891.8311333,0.3354093878375,262397620883.959,354,1460
2010,"Washington","A",12.442664595417,2695764.71808898,0.0650399130963245,139611088374.527,79,949
2010,"Washington","B",53.7806765230038,11651849.1014433,1.23866411410533,333596128631.138,333,949
2010,"Washington","C",2.7973108011699,606051.196308914,0.00345565789027148,27023576941.9345,33,949
2010,"Washington","D",0.108968953391085,14538.6551475766,1.13256055692814e-05,214498319.203232,1,581
2010,"Washington","E",30.9122429623491,6697290.06161501,0.414248279537702,189457993269.987,199,949
2011,"Oregon","A",11.5960710856579,3287158.73514313,0.0320850834474372,140025626724.358,158,1406
2011,"Oregon","B",51.9030259495688,14713042.3632451,0.638234935678231,396302856842.495,468,1406
2011,"Oregon","C",2.2628340551619,641449.563016609,0.00125154211950237,27682880207.4739,31,1406
2011,"Oregon","D",0.0608358133559579,7346.33807235804,6.17348086699615e-07,38723125.8249189,3,605
2011,"Oregon","E",34.212153319471,9698179.47832758,0.282968024402941,224958995685.39,330,1406
2011,"Washington","A",13.8369523622049,3046525.77864975,0.060878312211697,130928573969.75,124,941
2011,"Washington","B",52.0803163860908,11466688.7821227,0.852893687062409,321526100489.257,327,941
2011,"Washington","C",3.19021369033133,702399.487443709,0.00326919749286754,29895952354.1872,41,941
2011,"Washington","D",0.418289499781574,92096.1285885363,7.20942445951825e-05,7024589979.42289,5,941
2011,"Washington","E",30.4742280615914,6709607.64652773,0.293775175715186,239769968260.984,186,941
2012,"Oregon","A",11.8282936459195,3132010.54768167,0.04359502194695,120416620217.583,169,1464
2012,"Oregon","B",52.7848893989214,14954444.1416942,0.844187389750068,446686033246.426,540,1498
2012,"Oregon","C",2.26452211354733,641559.92065727,0.00160178289060034,36199375806.763,29,1498
2012,"Oregon","D",0.163202474038998,46236.7603606718,9.85901290968368e-06,1233144368.72463,3,1498
2012,"Oregon","E",33.7322890276606,9556667.40576598,0.349933391036337,271055006948.452,375,1498
2012,"Washington","A",14.8431827983952,3223639.4095064,0.080346881865988,110848374917.605,117,964
2012,"Washington","B",52.7798562147528,11462718.3962427,1.01804076730098,252951710982.522,360,964
2012,"Washington","C",4.03840204240723,794259.982605278,0.00568974517770926,26288757418.9147,40,930
2012,"Washington","D",0.0793786697231512,15611.9425880536,2.62731401920342e-06,169200241.09424,2,930
2012,"Washington","E",28.6479220026892,6221749.85127308,0.29789440199101,196657052750.447,173,964
2013,"Oregon","A",14.1193169304877,3903355.81229987,0.0472725047164321,155859797426.709,175,1455
2013,"Oregon","B",49.3809060066716,14663306.1773489,0.553161106766593,385912686969.268,510,1489
2013,"Oregon","C",2.68862950432528,798369.264712337,0.00170519091735008,33267308582.2395,45,1489
2013,"Oregon","D",0.07540583811824,9219.57050292508,6.77142668207393e-07,37131166.7650947,2,698
2013,"Oregon","E",34.754273875139,10320032.5796726,0.275805795043728,265599939381.868,374,1489
2013,"Washington","A",10.0609262718101,2087675.35828669,0.0452561764385539,84545852734.9662,101,968
2013,"Washington","B",52.3446772399117,10861693.0349071,1.22228460450125,323294675158.542,337,968
2013,"Washington","C",6.67705960606113,1385511.87324,0.0200759648240179,30106580991.4544,47,968
2013,"Washington","D",0.700242999847182,131209.896804804,0.000226442286740093,4847367539.3695,6,938
2013,"Washington","E",30.2850100730486,6284239.39773017,0.408263630904728,228272866666.149,199,968
2014,"Oregon","A",9.1052815727312,2642014.34844132,0.018155318625888,98572057628.0159,164,1509
2014,"Oregon","B",52.2933318009301,15173581.6012133,0.599551151498795,368404058376.305,520,1509
2014,"Oregon","C",2.34731306147846,681103.021270939,0.00121808450364122,25749413583.2297,33,1509
2014,"Oregon","D",0.170901611714853,20666.061650883,3.7350869545247e-06,297682722.903069,5,717
2014,"Oregon","E",36.1828512755332,10498918.8389045,0.291039607772549,257326298887.137,408,1509
2014,"Washington","A",11.1799932218003,2436554.38046377,0.0478095544114213,122396063066.726,103,967
2014,"Washington","B",52.7821147554047,11503271.0991852,1.07698542628157,250687396417.348,342,967
2014,"Washington","C",3.49297906357559,761255.688565867,0.00471110441743684,38171987792.7043,35,967
2014,"Washington","D",0.50946369538678,69865.7119108655,0.000160444333696472,1891304137.15415,6,593
2014,"Washington","E",32.2243380556332,7022933.77905599,0.397612337836011,207279675972.529,210,967
2015,"Oregon","A",12.6711483962349,3665615.50002268,0.036351633245317,140818838072.222,189,1507
2015,"Oregon","B",47.2062586855139,13656220.2670688,0.507082481373108,403193680624.187,486,1507
2015,"Oregon","C",3.00317960947998,868784.847404433,0.0021206951205018,33954851835.8186,47,1507
2015,"Oregon","D",0.0968977799757147,11513.7833330112,1.4260611245094e-06,92012534.3386863,2,706
2015,"Oregon","E",37.0796129376701,10726699.7172531,0.317403748889503,265938395933.279,399,1507
2015,"Washington","A",11.2377022363035,2397449.01900598,0.0433429263769464,105603273689.572,102,959
2015,"Washington","B",58.5380866428748,12488503.0271643,1.18529429986881,246167382191.629,357,959
2015,"Washington","C",3.2970452442901,703390.935293342,0.00384149942322277,28848757609.6457,33,959
2015,"Washington","D",0.417967925279488,89169.1888044619,6.46517175674615e-05,2832701358.25945,6,959
2015,"Washington","E",26.5091979512521,5655466.68584537,0.24199857110689,138067282593.83,187,959
2016,"Oregon","A",10.6925191793649,3066547.30968969,0.031981739988537,116253339829.534,169,1494
2016,"Oregon","B",53.8442306397008,15442186.9945426,0.80670201023073,392183984797.065,527,1494
2016,"Oregon","C",1.84310835128326,528591.893199671,0.000967450511091787,22572020230.8713,27,1494
2016,"Oregon","D",0.522813896327649,149939.740145237,8.91414779463663e-05,9355683699.72348,8,1494
2016,"Oregon","E",33.0973279333235,9492105.67026349,0.310629958186147,191671031826.077,364,1494
2016,"Washington","A",10.4946814081685,2246519.26726701,0.0366755621191607,75179278890.422,102,971
2016,"Washington","B",57.1288117246171,12229144.5794179,1.08077111651472,255931101049.782,347,971
2016,"Washington","C",5.51624355809065,1180821.68997933,0.00991369599711276,50313253927.4941,51,971
2016,"Washington","D",0.0584003333037518,7851.64986444554,2.92495063783823e-06,136889471.482294,1,604
2016,"Washington","E",26.8235840938343,5741927.37638062,0.237511408245297,155486340086.368,196,971
2017,"Oregon","A",9.94753857683008,2868356.44272914,0.0233092178487184,106890643973.399,155,1509
2017,"Oregon","B",53.4257161379686,15405217.6735155,0.666288610363411,369199184233.275,516,1509
2017,"Oregon","C",2.28161697931946,657900.515984392,0.00124910851909365,23191380799.7385,35,1509
2017,"Oregon","D",0.0969614253048233,11849.3946110316,1.09930492757101e-06,83930241.1078832,3,716
2017,"Oregon","E",34.3040342813564,9891512.05421966,0.278829852383864,226260006783.52,394,1509
2017,"Washington","A",13.2741588824544,2796330.96952058,0.0499435419884364,110230391923.178,122,973
2017,"Washington","B",52.9360732081512,11151499.8598082,0.796871671263551,268872060593.079,347,973
2017,"Washington","C",3.42807586700219,722157.59941182,0.00342914551744706,23637695214.9686,42,973
2017,"Washington","D",0.346846470732509,73066.5902349734,4.09525942355964e-05,4129178897.48712,3,973
2017,"Washington","E",30.0148455716596,6322919.81440338,0.259004501826183,158410513712.62,201,973
2018,"Oregon","A",11.7188372134203,3341708.06148659,0.028543128662137,105092445949.436,194,1600
2018,"Oregon","B",52.223820114034,14891986.0817623,0.559678178157708,347610889120.821,542,1600
2018,"Oregon","C",2.0447649992375,583078.982782736,0.000871068294627363,20829224773.6816,34,1600
2018,"Oregon","D",0.678154999825977,93392.1549442031,7.92093611705132e-05,4278151190.53497,4,728
2018,"Oregon","E",33.6850662807317,9605531.29052108,0.238035846788898,183111775477.461,464,1600
2018,"Washington","A",13.0168657418963,2778770.30725414,0.0683171498449193,113847510271.472,105,955
2018,"Washington","B",53.4786545868135,11416334.8062688,1.16374263488226,266053578892.413,346,955
2018,"Washington","C",4.65226725079501,993140.926107207,0.00895769866748125,43731979390.5715,40,955
2018,"Washington","D",0.347582473739828,74200.0322121686,5.78004127875168e-05,5552193340.97027,5,955
2018,"Washington","E",28.5046299467554,6085014.69446455,0.330492933254429,178634658059.459,175,955
2019,"Oregon","A",11.2447991893435,3245628.43159073,0.0274703910697424,113771046001.443,181,1593
2019,"Oregon","B",48.0915311956458,13880838.4515432,0.499601324369195,349380420475.716,519,1593
2019,"Oregon","C",2.80280339553273,808983.623053138,0.00168212670786097,30966752584.8563,43,1593
2019,"Oregon","D",0.479023905067531,138262.46067357,5.67525352157101e-05,5894531674.14501,4,1593
2019,"Oregon","E",37.3818423144104,10789660.908829,0.30698231109657,219898778985.917,481,1593
2019,"Washington","A",11.7368083352995,2391398.55897795,0.0625788789274758,118671900230.902,91,936
2019,"Washington","B",49.9605305800089,10179559.6742833,1.1499383874395,283706256464.81,312,936
2019,"Washington","C",5.32120552289567,1084206.4431781,0.0131443294252063,67954262681.4616,42,936
2019,"Washington","D",0.106931620214198,6303.87178373143,4.40999180817969e-06,69902038.6716247,1,356
2019,"Washington","E",32.9505166224801,6713734.74947071,0.491559532331248,278264012581.969,206,936
