"YEAR","STATE","ew","BpS_Code","sclass","PERC_AREA","AREA_TOTAL","PERC_AREA_VAR","AREA_TOTAL_VAR","nPlots_AREA","N"
2011,"Oregon","eastside","R1RFWF_fcw","A",0.059463845281682,16485.4988950413,1.64793249428471e-07,55972496.7353067,14,14475
2011,"Oregon","eastside","R1RFWF_fcw","B",0.130190884071879,36093.5567712534,5.32879047234126e-07,70066736.6551897,21,14475
2011,"Oregon","eastside","R1RFWF_fcw","C",0.00836275507007854,1011.80371444481,8.45672494255758e-09,1163226.56303813,1,6925
2011,"Oregon","eastside","R1RFWF_fcw","D",0.00520133506604429,629.305784492649,2.96659139701742e-09,407144.085413607,1,6925
2011,"Oregon","eastside","R1RFWF_fcw","E",0.492283711300014,146063.457215307,6.20824634117563e-06,419583976.475098,68,14816
2011,"Oregon","eastside","RaABAMlw_fsi","A",0.0286293025372082,7937.06382604793,6.7380017908797e-08,35600720.5976362,6,14475
2011,"Oregon","eastside","RaABAMlw_fsi","B",0.203862395679305,60487.165481222,1.27114324983575e-06,253763630.777831,24,14816
2011,"Oregon","eastside","RaABAMlw_fsi","D",0.00789797853580885,955.570736219317,6.21543178261955e-09,847132.973318383,1,6925
2011,"Oregon","eastside","RaABAMlw_fsi","E",0.150592637053055,44681.7164456899,6.97807822935765e-07,140207853.206318,19,14816
2011,"Oregon","eastside","RaABAMlw_fsw","A",0.00635291090040923,768.634115516505,4.55462741422077e-09,627480.837540356,1,6925
2011,"Oregon","eastside","RaABAMlw_fsw","B",0.0226746829562325,2743.39356428849,3.2636817691249e-08,4255706.07015905,2,6925
2011,"Oregon","eastside","RaABAMlw_fsw","E",0.0147352207221245,1782.80374528172,2.529516030219e-08,3483962.02202399,1,6925
2011,"Oregon","eastside","RaABAMlw_fwc","A",1.08355897925459e-05,1.31099020698632,2.23994502510733e-14,3.16314262530608,1,6925
2011,"Oregon","eastside","RaABAMlw_fwc","B",0.00951914663760049,1151.71469755583,1.72873443426608e-08,2441235.6176462,1,6925
2011,"Oregon","eastside","RaDFHEdy_fwi","A",0.296867185164412,82302.1725187617,2.80280301353408e-06,411512269.922475,27,14475
2011,"Oregon","eastside","RaDFHEdy_fwi","B",0.383184707929209,113693.144638841,4.03517113793302e-06,486134717.266092,39,14816
2011,"Oregon","eastside","RaDFHEdy_fwi","C",0.00112047738877572,135.565752484013,1.4038516729457e-10,19177.7890169225,1,6925
2011,"Oregon","eastside","RaDFHEdy_fwi","E",0.893553046760212,247724.776210598,2.18582902096428e-05,832878230.971964,102,14475
2011,"Oregon","eastside","RaDFHEdy_fwx","A",0.00960976959913495,1162.6791044201,4.62213849327159e-09,585204.079776624,5,6925
2011,"Oregon","eastside","RaDFHEdy_fwx","B",0.0326811954447251,3954.07430522285,4.7191453171971e-08,5855666.70452034,3,6925
2011,"Oregon","eastside","RaDFHEdy_fwx","C",0.0163551329309618,1978.79575703398,2.84221027309651e-08,3898477.10395756,1,6925
2011,"Oregon","eastside","RaDFHEdy_fwx","E",0.473676596246095,66532.3598472439,2.99021229399439e-06,165180046.33666,34,7266
2011,"Oregon","eastside","RaDFHEwt_fdm","B",0.00956661789726376,1157.45821108148,1.4404026327296e-08,2012941.09754106,1,6925
2011,"Oregon","eastside","RaDFHEwt_fhc","A",0.0780129283318821,12189.2383067611,7.41839398776199e-07,67952248.8059622,2,7550
2011,"Oregon","eastside","RaDFHEwt_fhc","B",0.084177872946168,13152.4886379348,8.65994493864135e-07,80359666.6652354,2,7550
2011,"Oregon","eastside","RaDFHEwt_fhc","E",0.0810578015281776,12664.9887470679,8.24196834643762e-07,76555873.3801655,2,7550
2011,"Oregon","eastside","RaDFHEwt_fwm","A",0.22883766329393,63441.9625489314,1.78977002850199e-06,357170909.060791,16,14475
2011,"Oregon","eastside","RaDFHEwt_fwm","B",0.26718920459262,74074.3777368111,2.32202701166096e-06,370915732.679184,21,14475
2011,"Oregon","eastside","RaDFHEwt_fwm","C",0.101921423684622,15924.8543596652,1.07765182882213e-06,68694076.5999434,4,7550
2011,"Oregon","eastside","RaDFHEwt_fwm","D",0.00107351972037227,167.733579272366,1.80492068326901e-10,22184.8273896318,1,7550
2011,"Oregon","eastside","RaDFHEwt_fwm","E",0.525302516769537,145632.59437301,8.07420297892298e-06,717033112.377001,41,14475
2011,"Oregon","eastside","RaDFHEwt_fwn","A",0.399156242670908,62366.7213573714,1.34855477928015e-05,342080422.979246,18,7550
2011,"Oregon","eastside","RaDFHEwt_fwn","B",0.492543093963686,76958.079603573,2.04084144067912e-05,455001010.745326,13,7550
2011,"Oregon","eastside","RaDFHEwt_fwn","C",0.00335031220361089,523.47418210135,1.90160069388297e-09,253048.117913566,1,7550
2011,"Oregon","eastside","RaDFHEwt_fwn","E",0.592679232753769,92603.9896460551,2.94045101925305e-05,540063862.448117,16,7550
2011,"Oregon","eastside","RaDFHEwt_fww","E",0.0248882536396722,6899.91163425007,5.51811082898358e-08,29842455.4514571,2,14475
2011,"Oregon","eastside","RaDFWV_fwx","A",0.00710236113378658,859.309559621747,5.02625951398587e-09,685054.60532271,1,6925
2011,"Oregon","eastside","RaDFWV_fwx","B",0.0153639479564067,4259.43438166517,1.30468922950547e-08,5281884.60049943,3,14475
2011,"Oregon","eastside","RaDFWV_fwx","E",0.059002012996233,16357.4625126749,1.72502416631245e-07,63030098.1429253,5,14475
2011,"Oregon","eastside","RaMCONdy_fdd","A",0.464151510276436,128679.354211745,6.07705855391105e-06,501546021.821306,83,14475
2011,"Oregon","eastside","RaMCONdy_fdd","B",4.74276433224665,1407205.92459987,0.000527003521452328,5727645660.60797,483,14816
2011,"Oregon","eastside","RaMCONdy_fdd","C",0.101669074040146,30165.8090757598,3.28774834766933e-07,85746776.3119109,25,14816
2011,"Oregon","eastside","RaMCONdy_fdd","E",0.395018651880459,117204.345042866,4.13128037492331e-06,396703653.347213,51,14816
2011,"Oregon","eastside","RaMCONdy_fdg","A",0.38957785449356,115590.028627156,3.95951726403381e-06,337245883.483791,83,14816
2011,"Oregon","eastside","RaMCONdy_fdg","B",2.45879175837492,729537.899704895,0.000144853722285996,1807992509.70116,357,14816
2011,"Oregon","eastside","RaMCONdy_fdg","C",0.10263609836884,12417.8676399691,2.03212483545397e-07,20159071.7634426,14,6925
2011,"Oregon","eastside","RaMCONdy_fdg","E",0.951611984414573,133662.907316465,1.01947448314895e-05,302928960.471812,67,7266
2011,"Oregon","eastside","RaMCONdy_fdx","E",0.0154413486664253,1868.23765682519,2.68757185609681e-08,3695144.17483958,1,6925
2011,"Oregon","eastside","RaMCONdy_fmd","A",0.243862866199985,67607.4847201297,1.8892903078433e-06,295426385.923484,42,14475
2011,"Oregon","eastside","RaMCONdy_fmd","B",1.91009149301867,529545.491860199,9.66473559284855e-05,2100872741.75993,183,14475
2011,"Oregon","eastside","RaMCONdy_fmd","C",0.0724021689256076,20072.4636990367,2.4740704920533e-07,91473551.0933387,8,14475
2011,"Oregon","eastside","RaMCONdy_fmd","E",0.306330854526485,84925.8392203087,2.70510640085273e-06,210847073.583731,41,14475
2011,"Oregon","eastside","RaMCONdy_fmx","A",0.331374195481207,91868.7465900141,3.21092471777348e-06,282685393.336925,59,14475
2011,"Oregon","eastside","RaMCONdy_fmx","B",1.49741280453687,444291.139618531,5.43724973926828e-05,1357819616.38555,193,14816
2011,"Oregon","eastside","RaMCONdy_fmx","C",0.0412868862820973,4995.27064323004,6.87457773102509e-08,8342221.37334933,5,6925
2011,"Oregon","eastside","RaMCONdy_fmx","E",0.493815897901215,59746.4299218865,2.40683412683433e-06,106341255.110389,33,6925
2011,"Oregon","eastside","RaMCONms_fcm","A",0.774939203615796,229928.99544226,1.49268008766899e-05,665554033.537678,156,14816
2011,"Oregon","eastside","RaMCONms_fcm","B",4.41191724860371,1309041.6592845,0.0004629182540424,4019420795.3182,557,14816
2011,"Oregon","eastside","RaMCONms_fcm","C",0.162103446339299,44940.8573032888,8.5865133437075e-07,147518366.926866,26,14475
2011,"Oregon","eastside","RaMCONms_fcm","E",1.1148670411881,330787.573574808,3.05935778588137e-05,1003927215.79739,145,14816
2011,"Oregon","eastside","RaMCONms_fmm","A",0.549989325957428,152476.658420016,8.5167720060904e-06,578777368.890627,74,14475
2011,"Oregon","eastside","RaMCONms_fmm","B",1.78599856238112,529916.222322398,7.73522325922222e-05,1708574927.31507,226,14816
2011,"Oregon","eastside","RaMCONms_fmm","C",0.0885261871111423,24542.6166587402,3.06043489601991e-07,79627204.4271217,18,14475
2011,"Oregon","eastside","RaMCONms_fmm","E",0.550006026599677,163190.005865222,7.80972591533802e-06,565776333.429671,66,14816
2011,"Oregon","eastside","RaMCONsw_fdm","A",0.0616828629124006,9637.72456129247,4.25944045681534e-07,33073991.288773,3,7550
2011,"Oregon","eastside","RaMCONsw_fdm","B",0.181488618407954,50315.1184396846,1.2031491540758e-06,269548771.773145,12,14475
2011,"Oregon","eastside","RaMCONsw_fdm","C",0.0252025675164502,3937.81015491894,1.05484292964755e-07,13953029.6559584,1,7550
2011,"Oregon","eastside","RaMCONsw_fdm","D",0.0050255134096148,785.218320520141,3.95547770085182e-09,486179.757650086,1,7550
2011,"Oregon","eastside","RaMCONsw_fdm","E",0.385050981018364,106749.866108445,4.49776414236737e-06,501577501.961984,27,14475
2011,"Oregon","eastside","RaMCONsw_fiw","A",0.231712417793487,68750.4299771727,1.47093055613618e-06,180669973.84562,59,14816
2011,"Oregon","eastside","RaMCONsw_fiw","B",1.19018022031501,329960.408950332,3.84760788354344e-05,1576195066.74495,96,14475
2011,"Oregon","eastside","RaMCONsw_fiw","C",0.00899711632573031,2494.32155865097,5.46869840013868e-09,2595092.09147157,3,14475
2011,"Oregon","eastside","RaMCONsw_fiw","D",0.0455781746712212,6401.88589100305,2.20842152572208e-07,39522000.3391717,3,7266
2011,"Oregon","eastside","RaMCONsw_fiw","E",2.46698259428425,731968.168639128,0.000146617088804727,2620281227.19043,280,14816
2011,"Oregon","eastside","RaMCONsw_fvw","A",0.0607754970151969,16849.1355401508,2.05197405341988e-07,85625220.9182039,6,14475
2011,"Oregon","eastside","RaMCONsw_fvw","B",0.122059648329911,33839.2881950363,6.23986200618961e-07,186355347.685152,8,14475
2011,"Oregon","eastside","RaMCONsw_fvw","C",0.0040281532691844,487.363363623599,1.61678168093204e-09,220359.440900726,1,6925
2011,"Oregon","eastside","RaMCONsw_fvw","E",0.159992542317911,44355.6394158937,8.68762643980685e-07,165149435.065696,16,14475
2011,"Oregon","eastside","RaMEVG_ftd","A",0.137062978399152,40667.3875687229,5.70702986516922e-07,121539869.197451,23,14816
2011,"Oregon","eastside","RaMEVG_ftd","B",0.487705859670335,144705.181854369,6.28892174076354e-06,555810268.885971,54,14816
2011,"Oregon","eastside","RaMEVG_ftd","E",0.72125266481361,213999.885290183,1.32010861963492e-05,763126437.412823,86,14816
2011,"Oregon","eastside","RaMEVG_fuc","A",0.114419941910574,16071.3634771602,6.27195648317794e-07,100356235.917539,5,7266
2011,"Oregon","eastside","RaMEVG_fuc","B",0.383777515404457,53905.183322388,2.24240330122346e-06,164884746.180048,23,7266
2011,"Oregon","eastside","RaMEVG_fuc","C",0.00688759260768685,833.324870289992,5.64589321093701e-09,778873.372979886,1,6925
2011,"Oregon","eastside","RaMEVG_fuc","D",0.0666692203265034,8066.26096307063,1.34458137054734e-07,15297586.0823395,5,6925
2011,"Oregon","eastside","RaMEVG_fuc","E",0.378515948012024,53166.1463974309,2.20195528877775e-06,166876976.628965,25,7266
2011,"Oregon","eastside","RaOAPI_fop","A",0.0212638797001255,5895.10590242131,6.18950930016044e-08,38630153.5627334,2,14475
2011,"Oregon","eastside","RaOAPI_fop","B",0.074484499801663,20649.7600913859,3.00208855724129e-07,122005700.51307,5,14475
2011,"Oregon","eastside","RaOAPI_fop","D",0.0461018204712984,7203.24295108561,3.53698596247952e-07,46547620.4023816,1,7550
2011,"Oregon","eastside","RaOAPI_fop","E",0.0758797047589927,21036.5606703505,2.4920731762108e-07,79071183.2012691,7,14475
2011,"Oregon","eastside","RaPICOpu_fld","A",0.519130924037049,143921.608736442,7.65095642774121e-06,656807165.175511,46,14475
2011,"Oregon","eastside","RaPICOpu_fld","B",0.619525472945754,171754.558611489,1.07381045685664e-05,707200783.257027,61,14475
2011,"Oregon","eastside","RaPICOpu_fld","C",0.0188709509667765,5231.70070548746,2.53361448856595e-08,12018325.5893606,3,14475
2011,"Oregon","eastside","RaPICOpu_fld","E",0.076965581878255,9312.01033346696,1.57880919723186e-07,17138830.2251519,5,6925
2011,"Oregon","eastside","RaPICOpu_flp","A",0.0111684533137948,1351.26312474854,1.95692177105589e-08,2743470.38801315,1,6925
2011,"Oregon","eastside","RaPICOpu_flp","B",0.0572998666397096,15885.5668297311,1.6675911707207e-07,62980822.0380925,7,14475
2011,"Oregon","eastside","RaPICOpu_flp","E",0.134125092390185,16227.6983534049,3.44307332844409e-07,32401359.0517035,7,6925
2011,"Oregon","eastside","RaPICOpu_flw","A",0.0496846299382195,13774.3515924184,1.3797772536098e-07,57372295.2143353,6,14475
2011,"Oregon","eastside","RaPICOpu_flw","B",0.0966807109527809,26803.3415268364,3.78460871204721e-07,111136010.783812,10,14475
2011,"Oregon","eastside","RaPICOpu_flw","E",0.0321768337360759,8920.56600929935,7.34118140158491e-08,35869268.9714188,4,14475
2011,"Oregon","eastside","RaPIJEsp_fjp","A",0.0244789519326305,6786.43860190225,3.08468046084378e-08,11926827.9284423,4,14475
2011,"Oregon","eastside","RaPIJEsp_fjp","B",0.0358876412363182,10648.073113036,1.00393662560796e-07,62535681.4641571,4,14816
2011,"Oregon","eastside","RaPIJEsp_fjp","C",0.0163551329309618,1978.79575703398,2.84221027309651e-08,3898477.10395756,1,6925
2011,"Oregon","eastside","RaPIJEsp_fjp","D",0.0261779987866862,3167.25722410188,4.19941047850318e-08,5458490.57845803,2,6925
2011,"Oregon","eastside","RaPIJEsp_fjp","E",0.10177966806958,28216.95431149,3.50636504729631e-07,62017369.5220537,15,14475
2011,"Oregon","eastside","RaPIPOm_fdp","A",0.340798118253784,94481.3941192538,3.34112543280068e-06,329545524.365257,66,14475
2011,"Oregon","eastside","RaPIPOm_fdp","B",1.66837481732342,462533.007699264,7.28006892449092e-05,1277969096.1968,232,14475
2011,"Oregon","eastside","RaPIPOm_fdp","C",0.0423799365941433,5127.51801344901,6.79037260804443e-08,8434939.80698861,4,6925
2011,"Oregon","eastside","RaPIPOm_fdp","E",1.54094061895405,427203.702531439,6.25205019165518e-05,938146245.468981,229,14475
2011,"Oregon","eastside","RaPIPOm_fpd","A",0.0140606122883371,2196.91988989821,3.15097200068084e-08,3965626.38493381,1,7550
2011,"Oregon","eastside","RaPIPOm_fpd","B",0.0834559699510067,13039.6939021066,7.44412164301115e-07,52113078.1338069,4,7550
2011,"Oregon","eastside","RaPIPOm_fpd","E",0.111927084249717,17488.2026873381,1.35436059090882e-06,94418230.1776763,4,7550
2011,"Oregon","eastside","RaPIPOm_fpl","A",0.797373804840252,221060.459786281,1.73114765459484e-05,703760561.543187,115,14475
2011,"Oregon","eastside","RaPIPOm_fpl","B",2.01157251923045,557679.651996616,0.000106249975698257,1576579616.68428,259,14475
2011,"Oregon","eastside","RaPIPOm_fpl","C",0.0348418308094798,4215.48802226946,4.12804409587041e-08,4800776.10766098,5,6925
2011,"Oregon","eastside","RaPIPOm_fpl","E",0.956269473126312,265112.006596753,2.4429955373428e-05,477199025.569058,149,14475
2011,"Oregon","eastside","RaPIPOxe_fpd","A",0.189817699459214,52624.236792472,1.11757013548096e-06,148025458.931088,42,14475
2011,"Oregon","eastside","RaPIPOxe_fpd","B",1.88594073732547,522850.040962117,9.34918225881764e-05,2015258013.56301,188,14475
2011,"Oregon","eastside","RaPIPOxe_fpd","C",0.0161085445674895,1948.96120848994,2.76142057862429e-08,3791568.69063919,1,6925
2011,"Oregon","eastside","RaPIPOxe_fpd","E",0.380692437778238,105541.522459817,4.09548746909997e-06,268480426.199632,53,14475
2011,"Oregon","eastside","RaPIPOxe_fxp","A",1.11376274634338,308774.759472848,3.12451624061997e-05,1372985140.71755,111,14475
2011,"Oregon","eastside","RaPIPOxe_fxp","B",7.39364247652093,2049781.4142296,0.00131028033311797,9963878761.90472,490,14475
2011,"Oregon","eastside","RaPIPOxe_fxp","C",0.295920661673987,82039.7624461939,2.57494586176986e-06,437397508.476255,20,14475
2011,"Oregon","eastside","RaPIPOxe_fxp","E",0.964101154794427,267283.22809907,2.44894528499365e-05,1191055184.37675,86,14475
2011,"Oregon","eastside","RaREFI_fcw","A",0.0872296146176068,24183.1605168061,3.62026231596709e-07,128359168.520738,16,14475
2011,"Oregon","eastside","RaREFI_fcw","B",0.0917605749878893,25439.3043437641,3.23490196757144e-07,80936872.0284743,12,14475
2011,"Oregon","eastside","RaREFI_fcw","C",0.0200826467283657,5567.62598990493,2.37638049893729e-08,10243568.5119667,3,14475
2011,"Oregon","eastside","RaREFI_fcw","E",0.665718563788619,197522.592617562,1.12198172554538e-05,613436668.638502,88,14816
2011,"Oregon","eastside","RaREFI_frf","A",0.0824277334754201,9972.87212226265,1.78832252490135e-07,19392452.532241,6,6925
2011,"Oregon","eastside","RaREFI_frf","B",0.143877577652547,42689.3190355579,6.42865355051782e-07,139914391.97685,18,14816
2011,"Oregon","eastside","RaREFI_frf","C",0.00562830850061338,680.964992904956,3.32195001998845e-09,453481.430787167,1,6925
2011,"Oregon","eastside","RaREFI_frf","E",0.0727857883134581,20178.8166764564,2.83119754781081e-07,112108735.073128,4,14475
2011,"Oregon","eastside","RaREFI_frm","A",0.0332427573905917,4022.01728070848,6.30717977462327e-08,8111537.1228754,2,6925
2011,"Oregon","eastside","RaREFI_frm","B",0.060601883826924,16801.0037718489,1.944696108823e-07,75325692.1346678,6,14475
2011,"Oregon","eastside","RaREFI_frm","D",0.0143770407411961,1739.46780729164,2.45983872077177e-08,3391412.95202628,1,6925
2011,"Oregon","eastside","RaREFI_frm","E",0.310333781168184,43589.3159279298,1.58039489650912e-06,127773358.237292,18,7266
2011,"Oregon","eastside","RaSAWD_fal","A",0.129230360843645,38343.4041158042,5.50981436290635e-07,157190942.524903,13,14816
2011,"Oregon","eastside","RaSAWD_fal","B",0.215927041512209,64066.81648324,1.54053853880897e-06,387797495.075884,14,14816
2011,"Oregon","eastside","RaSAWD_fsw","A",0.0443472987046655,5365.54773862971,8.56404779048834e-08,10771457.4485877,4,6925
2011,"Oregon","eastside","RaSAWD_fsw","B",0.215622239920657,26087.9795522436,6.33249517294295e-07,47670203.7247087,18,6925
2011,"Oregon","eastside","RaSPFI_fcd","A",0.0648082801489885,9102.93615966052,1.13485195311228e-07,15201534.0055833,14,7266
2011,"Oregon","eastside","RaSPFI_fcd","B",0.627096934705461,88081.6980395013,5.07064691757651e-06,278963822.950042,48,7266
2011,"Oregon","eastside","RaSPFI_fcd","C",1.83286320265742,257442.979274028,3.44573174859442e-05,928619531.064261,100,7266
2011,"Oregon","eastside","RaSPFI_fcd","D",0.027888509119342,3374.21063762103,3.96182764006742e-08,5090073.63142371,4,6925
2011,"Oregon","eastside","RaSPFI_fcd","E",1.41033531747911,198094.939862823,2.07150332340689e-05,733553334.833762,76,7266
2011,"Oregon","eastside","RaSPFI_fmz","A",0.00165112581816767,199.768523870219,2.90359560159314e-10,39835.1685560279,1,6925
2011,"Oregon","eastside","RaSPFI_fmz","B",0.191941482112066,56950.160683323,1.05246377234921e-06,164130966.377257,26,14816
2011,"Oregon","eastside","RaSPFI_fmz","C",0.503387712102779,139557.028852356,7.20908866807071e-06,522342037.814643,51,14475
2011,"Oregon","eastside","RaSPFI_fmz","D",0.0200683229639728,2428.0519454978,2.93791773830079e-08,3921684.55103394,2,6925
2011,"Oregon","eastside","RaSPFI_fmz","E",0.100340247661064,27817.8956323601,3.68650843493223e-07,82625833.2946667,13,14475
2011,"Oregon","eastside","RaSSHE_fss","A",0.0457811354160757,7153.13706936691,2.69736605678741e-07,27681023.9001841,2,7550
2011,"Oregon","eastside","RaSSHE_fss","B",0.121673675761634,19011.0724110844,1.54270834567298e-06,94687241.8024499,5,7550
2011,"Oregon","eastside","RaSSHE_fss","E",0.0521805770270485,8153.02670938279,3.3608994795153e-07,31493475.5413735,2,7550
2011,"Oregon","eastside","RaTAOAco_ftm","A",0.167912896310856,49820.738698486,9.1366118172851e-07,241818872.070442,22,14816
2011,"Oregon","eastside","RaTAOAco_ftm","B",0.366662079258967,108790.784047857,3.71926898605296e-06,504971299.150614,37,14816
2011,"Oregon","eastside","RaTAOAco_ftm","C",0.0131473609559999,3644.91740293853,1.18536284428897e-08,5658219.92443938,3,14475
2011,"Oregon","eastside","RaTAOAco_ftm","D",0.0175284252450578,4859.50468962072,2.98765731348866e-08,17115608.2197865,2,14475
2011,"Oregon","eastside","RaTAOAco_ftm","E",1.57611925442665,467643.803767598,6.05826516251945e-05,1552380093.62369,174,14816
2011,"Oregon","eastside","RaTAOAco_fto","B",0.0384049215744981,6000.63029594952,2.71932162940609e-07,38555028.657427,1,7550
2011,"Oregon","eastside","RaTAOAco_fto","E",0.0375786919425547,5871.53489990155,2.62428904492314e-07,37383071.3139799,1,7550
2011,"Oregon","westside","Na0210290_fdw","B",0.0330442966579983,5163.05201273983,2.0399615802395e-07,28905779.5551322,1,7550
2011,"Oregon","westside","Na0210290_fdw","E",0.0410095214293827,6407.58961671596,2.96433122402704e-07,40498946.6757407,1,7550
2011,"Oregon","westside","Na0210350_fvg","A",0.00832693999449504,1301.05430124612,1.14992068881936e-08,1523175.03747014,1,7550
2011,"Oregon","westside","Na0210350_fvg","B",0.1440938041615,22514.1365028659,2.19425881287552e-06,141713574.828874,3,7550
2011,"Oregon","westside","Na0210350_fvg","E",0.384117161613766,60016.9192561051,1.2918694983972e-05,358793153.925305,9,7550
2011,"Oregon","westside","Na0710412_fmc","A",0.0478781731563925,5792.74569618775,7.9710307323536e-08,9286794.92868118,6,6925
2011,"Oregon","westside","Na0710412_fmc","B",0.419966921600933,58988.3278450511,2.61076802105267e-06,182424360.178624,28,7266
2011,"Oregon","westside","Na0710412_fmc","C",0.020716338538583,2909.8057647126,2.69419824116758e-08,4500386.16137626,3,7266
2011,"Oregon","westside","Na0710412_fmc","D",0.0124713969968364,1508.9053427935,1.4973491880864e-08,2045298.23104736,1,6925
2011,"Oregon","westside","Na0710412_fmc","E",0.725668501371463,215310.089831452,1.34623404640361e-05,890703507.926631,68,14816
2011,"Oregon","westside","Na0710412_fmi","E",0.0147352207221245,1782.80374528172,2.529516030219e-08,3483962.02202399,1,6925
2011,"Oregon","westside","RaABAMlw_fsi","A",0.227930522329383,67628.319467249,1.47915540278422e-06,227802616.737881,57,14816
2011,"Oregon","westside","RaABAMlw_fsi","B",1.34290648341028,398448.210211479,4.4149224242798e-05,1253251504.33431,186,14816
2011,"Oregon","westside","RaABAMlw_fsi","C",0.139765943149144,19631.449173725,4.50332319849496e-07,51829117.7275138,14,7266
2011,"Oregon","westside","RaABAMlw_fsi","D",0.00939042290961381,1136.14050639243,4.83129047546495e-09,614245.676690317,2,6925
2011,"Oregon","westside","RaABAMlw_fsi","E",1.52096963718899,451280.589684075,5.62454560459779e-05,1195468968.46126,203,14816
2011,"Oregon","westside","RaABAMlw_fsw","A",0.0503100734062741,6086.97955636541,8.28445240975119e-08,9674413.48682551,11,6925
2011,"Oregon","westside","RaABAMlw_fsw","B",0.30817459293286,43286.0375101464,1.47210652654307e-06,109508884.038278,28,7266
2011,"Oregon","westside","RaABAMlw_fsw","C",0.0231884886674337,2805.55854732817,1.54291540732458e-08,1689924.62769628,6,6925
2011,"Oregon","westside","RaABAMlw_fsw","E",0.482458444791004,67765.8535687921,3.23179624707063e-06,213669653.521269,33,7266
2011,"Oregon","westside","RaABAMlw_fwc","A",0.00411223086295103,497.535851154536,1.44401295906735e-09,194492.240263502,2,6925
2011,"Oregon","westside","RaABAMlw_fwc","B",0.0428923144469885,5189.51024093429,6.55603239654367e-08,7721488.87807484,5,6925
2011,"Oregon","westside","RaABAMlw_fwc","C",0.00544414609907305,658.683316546135,3.40946167141825e-09,465791.67736782,1,6925
2011,"Oregon","westside","RaABAMlw_fwc","E",0.15220019873722,21377.9580233805,5.70902835123664e-07,68358444.5837855,11,7266
2011,"Oregon","westside","RaABAMup_fsi","A",0.0115961154474503,1811.85115908436,2.24400099128647e-08,2953955.87948485,1,7550
2011,"Oregon","westside","RaABAMup_fsi","B",0.0522249143628919,8159.95425798324,3.51621013783345e-07,33724366.6541631,2,7550
2011,"Oregon","westside","RaABAMup_fsi","E",0.0772464478650257,12069.4785019728,7.6878435501561e-07,74476284.012204,2,7550
2011,"Oregon","westside","RaDFHEdy_fwi","A",1.323867047896,367023.165957186,4.69714562078823e-05,1761190784.63554,145,14475
2011,"Oregon","westside","RaDFHEdy_fwi","B",4.19706397105588,1245293.43485147,0.000421817689454123,5550233695.56435,351,14816
2011,"Oregon","westside","RaDFHEdy_fwi","C",0.126099871913309,34959.3822808513,5.81886471928175e-07,133811604.964433,24,14475
2011,"Oregon","westside","RaDFHEdy_fwi","E",3.81864717259386,1133014.95684588,0.000350966725795446,4309868042.50989,382,14816
