"YEAR","ew","BpS_Code","BPS_LLID","sclass","PERC_AREA","AREA_TOTAL","PERC_AREA_VAR","AREA_TOTAL_VAR","nPlots_AREA","N"
2011,"eastside","Na0210290_fwo","Na0210290_fwo_1801020604","A",0.0452042394064749,7062.99915133711,3.46184087368772e-07,46067101.2805618,1,7550
2011,"eastside","Na0210290_fwo","Na0210290_fwo_1801020604","B",0.0479122350555499,7486.11369153003,3.79623019278336e-07,50594856.6780674,1,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030103","B",0.0174446895724932,2110.62043057295,3.03225623106793e-08,4132817.03786179,1,6925
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030111","A",0.016952687402585,2648.79618171809,5.34078945620744e-08,7607969.61373596,1,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030111","B",0.167931371668754,26238.6703360701,2.75382403559655e-06,149508457.151701,5,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030201","A",0.00407612998346254,493.168031739154,1.59071324752747e-09,216589.591690692,3,6925
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030201","B",0.0151086438866293,1827.98394507707,2.64223500166103e-08,3637669.96037623,1,6925
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030201","E",0.0747071621547982,9038.76575726924,1.45125150007908e-07,15475892.872808,6,6925
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030202","A",0.00585506582935332,708.400198835781,3.41588287092298e-09,465568.139778173,1,6925
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030202","B",0.0288329264879535,7993.51564814446,6.72600718822736e-08,34955210.6954879,3,14475
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030202","E",0.115764563131811,14006.2711386748,2.65099125298914e-07,25282328.8747161,8,6925
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030203","A",0.00489295631005118,591.995260848822,1.49997328917198e-09,195504.849146886,2,6925
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030203","B",0.0489537700833652,5922.88139391377,9.00902007380507e-08,10783609.2855601,4,6925
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030203","E",0.143546976963003,17367.645383775,3.53754482999395e-07,31036622.6040775,9,6925
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030204","E",0.048760017597902,5899.43942020631,9.4615640519826e-08,11464598.3337555,3,6925
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030205","A",0.10814071909548,16896.5968065145,1.20755773331723e-06,73252166.3373583,6,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030205","B",0.437020714410868,68282.9083185187,1.61550375920357e-05,396137230.335208,12,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030205","E",0.126217295346544,19720.9965618627,1.68069561881688e-06,106964654.257113,4,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030206","A",0.0114869163919763,1389.79374327287,1.4468882501842e-08,1985753.73038972,1,6925
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030206","B",0.0161527280334581,1954.3069342238,1.8268898802177e-08,2412750.43537533,2,6925
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030206","C",0.0036756835999744,444.718312136701,1.48150905739362e-09,203326.838610447,1,6925
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030206","E",0.0822333736294185,9949.35666444099,1.8159567153254e-07,19854342.2330239,5,6925
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030207","B",0.277238624055691,43317.5337564188,7.0409084204153e-06,262454159.815124,7,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030207","E",0.123686063229701,19325.5006851963,1.69097758246314e-06,123034738.708854,3,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030208","E",0.0835068898061219,13047.6499455703,8.85832533642787e-07,84068717.2531153,2,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030209","A",0.178723183808823,27924.852008132,3.12390133171221e-06,159714979.833176,7,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030209","B",0.143412378193469,22407.6661563433,2.11827036696796e-06,127859399.59772,4,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030209","E",0.228477486301488,35698.7820840515,4.95073569098637e-06,220742032.032484,6,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030210","A",0.0366826296733552,5731.52840648414,2.32601755455597e-07,33476039.0818514,1,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030210","B",0.0897191978718653,14018.3006449803,9.54996811086974e-07,83885840.7437969,2,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030210","E",0.0758562184111657,11852.2601706459,7.59181525169552e-07,77975724.6774329,2,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030211","B",0.109077151525262,17042.9109917254,1.30623681653876e-06,100718310.533159,3,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030211","E",0.0503849874456467,7872.47232209286,4.10376856232732e-07,52958173.0329463,1,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030212","A",0.0121088963540061,1891.97132381623,2.28663968488613e-08,2809170.19886824,2,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030212","B",0.136818339480478,21377.371421928,1.94913009950901e-06,119808756.870674,4,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030212","E",0.191154850799962,29867.2550783083,3.469713425173e-06,160059226.829655,6,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030213","B",0.0951767139233705,14871.0178181105,1.07373347269637e-06,91624993.7404005,3,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030213","E",0.00418654438390608,654.132440204896,3.14585592599472e-09,436038.204689415,1,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030501","A",0.0440634546483733,6884.75565284843,3.3117985872597e-07,44418509.7926231,1,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030501","B",0.0515421413660585,8053.27344307499,4.16066724320683e-07,51140022.6457938,1,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030703","B",0.11959773480132,18686.7141333335,1.59318004023944e-06,118136995.107174,3,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030704","B",0.167894829049527,26232.9606837903,2.77488866101061e-06,157873439.091985,4,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030704","E",0.0791100344435851,12360.6571744963,8.11492870903171e-07,79648631.6401498,2,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030705","A",0.0440634546483733,6884.75565284843,3.3117985872597e-07,44418509.7926231,1,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030705","B",0.102365235689056,15994.198382523,1.19209606780066e-06,94066740.8839216,3,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030705","E",0.118067322015534,18447.5926626677,1.52842395172906e-06,108897623.861713,3,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030706","B",0.0860984870587216,13452.5776566889,9.14793034730508e-07,85159025.821509,2,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030706","E",0.0440634546483733,6884.75565284843,3.3117985872597e-07,44418509.7926231,1,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030707","A",0.00100688410481859,157.32200499783,1.84048388373292e-10,25754.0694338899,1,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030707","B",0.142575653385995,22276.9309270222,2.10630076633041e-06,130911036.166491,4,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030707","C",0.0256484072085931,4007.4709966582,1.08971403961615e-07,14451061.3204003,1,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030707","E",0.0387280845146997,6051.12333824724,2.72285856926484e-07,38101223.961429,1,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030708","A",0.0114762961324903,1793.12982385147,2.42748448822744e-08,3418492.81711969,1,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030708","B",0.164188267983508,25653.8239035368,2.72042017366792e-06,158008026.68929,4,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030708","E",0.10303071348834,16098.1768852762,1.20341394749333e-06,92974697.6885281,3,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030801","B",0.132577892887356,20714.8169562019,1.87933112589766e-06,130648581.224581,3,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030801","E",0.0775917411267922,12123.429327091,7.96104806573958e-07,80749110.3890484,2,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030802","A",0.0726348753039221,11348.9369440777,6.42069052914462e-07,63335587.9793419,2,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030802","B",0.273657767366759,42758.0378311015,6.80468456175089e-06,262474355.144695,7,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030802","E",0.118625949851708,18534.8762445755,1.52125310144409e-06,108290292.915316,3,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030803","A",0.0473934325500415,7405.05267370894,3.52519831842221e-07,44779801.0207837,2,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030803","B",0.41796151527024,65304.9772854365,1.50946807858208e-05,398718633.354537,11,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030803","E",0.264353460350591,41304.2734624977,6.47465477830339e-06,258739642.071777,6,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030804","A",0.0146507576019411,2289.1279638284,2.96360734359322e-08,3195326.87592719,2,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030804","B",0.107997902667862,16874.2822554833,1.25555691260389e-06,93125606.402841,3,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030804","E",0.0791100344435851,12360.6571744963,8.11492870903171e-07,79648631.6401498,2,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030901","A",0.0167753944267558,2029.64289280673,2.7045109831167e-08,3679491.51125587,2,6925
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030901","B",0.0958378247445822,11595.3494091712,2.15966424542983e-07,22552111.6668902,7,6925
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030901","E",0.158187322660642,19138.9702681576,4.21257648908414e-07,36421466.7321628,10,6925
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030902","A",0.0252334788546438,3052.98043761234,3.39259185049157e-08,4317417.82788378,3,6925
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030902","B",0.110661510801668,13388.8565116317,2.41025900187489e-07,22972156.6834496,9,6925
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030902","E",0.0754302394411075,20911.9528525032,2.61902473102174e-07,87657279.1449583,8,14475
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030903","A",0.0163551329309618,1978.79575703398,2.84221027309651e-08,3898477.10395756,1,6925
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030903","B",0.0329250086344603,9127.98677736754,9.01100145083167e-08,49141105.6338282,2,14475
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030903","E",0.0299707472007069,8308.96013401643,7.95216671997721e-08,43129376.5145796,2,14475
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030904","A",0.00183853879687779,287.265047096184,3.86508930087921e-10,30424.7522692829,3,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030904","B",0.396850568489717,62006.4680935442,1.36795470545079e-05,385106532.876857,9,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030904","C",0.00397026396111479,620.339405244398,2.92932199720787e-09,417282.743054086,1,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030905","A",0.00552307391156698,862.960352001457,4.02397856374111e-09,404216.775663678,2,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030905","B",0.120704075399946,18859.5758562998,1.55154298153038e-06,102281233.146144,4,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030905","E",0.0369230487684058,5769.09302180791,2.33143674039465e-07,30734606.7578814,1,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030906","A",0.00780948906490414,2165.06892113104,4.86429450488315e-09,2541968.29177988,4,14475
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030906","B",0.0993160586777993,27533.9539149697,4.46500723588937e-07,148789922.116217,6,14475
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710030906","E",0.105063708084895,29127.4073403397,4.97280201070085e-07,160631121.376918,6,14475
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710031001","A",0.0450889656293389,7044.98803997292,3.35799475206244e-07,44660079.1457683,1,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710031001","B",0.142822568031263,22315.5104486086,2.13043666089356e-06,132477099.51596,4,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710031001","E",0.0795542392476461,12430.0625708771,8.15022051237324e-07,79186228.2409252,2,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710031002","A",0.00850768787889054,1329.29550540868,1.27092750113644e-08,1717273.39912041,1,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710031002","B",0.123044599559283,34112.3518074978,6.12152881459216e-07,168295584.738655,10,14475
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710031002","E",0.0733615177220291,20338.4294038856,2.55085301904673e-07,87453824.3084373,7,14475
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710031003","A",0.00344490758774367,538.254369239164,1.88176389473425e-09,234546.271868106,2,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710031003","B",0.294689219035611,46044.1261988932,7.88489911599355e-06,292093032.490454,7,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710031003","E",0.287180949423731,44870.9861882879,7.49234466637657e-06,269734505.223412,8,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710031004","B",0.0527289352577872,8238.70570253009,4.36409148222989e-07,53889764.1578968,1,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710031004","E",0.138543319940793,21646.8933890542,2.03513438146119e-06,131014548.344028,3,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710031101","A",0.00286521134418019,447.678924765792,1.33309388319432e-09,178036.62437221,1,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710031101","B",0.039196954526643,6124.38258428089,2.63484291860035e-07,35148884.552113,1,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710031101","E",0.0803895051512956,12560.5698517445,8.02891332627858e-07,77129945.7088785,2,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710031102","A",0.0249079111260625,3891.77115807772,1.04731830407307e-07,13628672.5932449,1,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710031103","E",0.0310688518602591,4854.39589744754,1.79494570338895e-07,25232348.4659688,1,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710031104","B",0.0338167242220042,5283.74102997969,1.91211698151605e-07,25121294.5194947,1,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710031105","A",0.00234529352102497,366.443642590369,9.6950875162924e-10,132455.114717431,1,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710031105","B",0.243769367904088,38088.083357552,5.54396777968574e-06,228236827.126938,6,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710031105","E",0.187029350553759,29222.6605641575,3.39789934143753e-06,163078560.209422,6,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710031106","A",0.0163626676823467,1979.70738117874,2.64199994914078e-08,3599976.3523445,2,6925
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710031106","B",0.0380383051564517,10545.5749566048,1.03512638131971e-07,50830262.9559215,3,14475
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710031106","E",0.0306362300635804,3706.65541620667,5.51917134362739e-08,7139635.87686967,2,6925
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710031107","E",0.0604773684592262,7317.11326400449,1.2357109538437e-07,14411456.5326253,4,6925
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1710031201","E",0.663690979704256,12922.1841575458,0.000127213748798444,97605579.3969421,2,341
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1801020602","B",0.0365903848794356,5717.11549057795,2.54440312885579e-07,36945348.7044466,1,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1801020602","E",0.0490351152543482,7661.55966729021,3.67528992993587e-07,43638164.8978678,1,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1801020604","A",0.0450889656293389,7044.98803997292,3.35799475206244e-07,44660079.1457683,1,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1801020606","A",0.0450889656293389,7044.98803997292,3.35799475206244e-07,44660079.1457683,1,7550
2011,"eastside","Na0710270_fdd","Na0710270_fdd_1801020606","E",0.0504700886818126,6106.33968933606,1.02487206038299e-07,12541803.0279,1,6925
2011,"eastside","Na0710412_fmc","Na0710412_fmc_OEC","A",0.015379036721891,1860.69857952283,2.66910460707406e-08,3677165.75257164,1,6925
2011,"eastside","Na0710412_fmc","Na0710412_fmc_OEC","E",0.0292694222350071,3541.28632117831,4.81705044227481e-08,6135494.85359568,2,6925
2011,"eastside","Na0710412_fmc","Na0710412_fmc_OSW","A",0.00375960971790544,454.872472715359,1.4083964865008e-09,191957.557406855,1,6925
2011,"eastside","Na0710412_fmc","Na0710412_fmc_OSW","B",0.0174446895724932,2110.62043057295,3.03225623106793e-08,4132817.03786179,1,6925
2011,"eastside","Na0710412_fmc","Na0710412_fmc_OSW","E",0.132138648293581,15987.3599124679,3.30296289077271e-07,30706714.7825265,7,6925
2011,"eastside","Na0710412_fmh","Na0710412_fmh_OEC","A",0.175551061316723,52087.0269422952,9.68516633139391e-07,211911395.314304,28,14816
2011,"eastside","Na0710412_fmh","Na0710412_fmh_OEC","B",0.69927584488169,207479.234242482,1.24578052719944e-05,799225271.9019,73,14816
2011,"eastside","Na0710412_fmh","Na0710412_fmh_OEC","C",0.00969865338283567,1173.43308941053,1.0349933616549e-08,1412063.96910238,2,6925
2011,"eastside","Na0710412_fmh","Na0710412_fmh_OEC","D",0.0489972724127199,5928.14470941915,8.99658750124755e-08,10837456.6643577,4,6925
2011,"eastside","Na0710412_fmh","Na0710412_fmh_OEC","E",0.942841594471375,279746.617110704,2.23138558749506e-05,1177260737.70067,88,14816
2011,"eastside","Na0710412_fmh","Na0710412_fmh_OSW","A",0.0463276175131058,12843.6680087602,1.34426233032323e-07,60531052.0343738,4,14475
2011,"eastside","Na0710412_fmh","Na0710412_fmh_OSW","B",0.190147332425148,52715.6228081248,1.17888038784917e-06,185250070.962977,18,14475
2011,"eastside","Na0710412_fmh","Na0710412_fmh_OSW","C",0.0125261755551159,1515.53296111721,1.53038035457832e-08,2080864.48084139,1,6925
2011,"eastside","Na0710412_fmh","Na0710412_fmh_OSW","D",0.00632235732861686,987.845499289047,7.09208699798805e-09,982982.654458456,1,7550
2011,"eastside","Na0710412_fmh","Na0710412_fmh_OSW","E",0.456660377075525,135493.805538991,5.70662676540635e-06,681337458.935352,35,14816
2011,"eastside","Na0710412_fmh","Na0710412_fmh_WEC","A",0.296450435857997,66251.0711363954,2.8187986615921e-06,211587475.516782,37,9487
2011,"eastside","Na0710412_fmh","Na0710412_fmh_WEC","B",1.27657497631527,285290.386981646,4.72782162187006e-05,1354294361.70633,92,9487
2011,"eastside","Na0710412_fmh","Na0710412_fmh_WEC","C",0.124739383428148,27876.8953099699,7.16315380365534e-07,154574482.189129,9,9487
2011,"eastside","Na0710412_fmh","Na0710412_fmh_WEC","D",0.0337478494292714,7542.00669925819,8.01729412102866e-08,23046230.3271425,4,9487
2011,"eastside","Na0710412_fmh","Na0710412_fmh_WEC","E",1.92450646962975,430090.833406525,0.000105416287569751,2098308188.27983,126,9487
2011,"eastside","Na0710412_fmi","Na0710412_fmi_OEC","A",0.0123240845249168,1925.59369836507,2.78473611649375e-08,3942216.90436583,1,7550
2011,"eastside","Na0710412_fmi","Na0710412_fmi_OEC","B",0.0376040468368572,10425.1830610938,1.08505123539026e-07,55397142.277115,3,14475
2011,"eastside","Na0710412_fmi","Na0710412_fmi_OSW","E",0.153723262354331,21591.8867195562,7.39930325389077e-07,100784060.184427,6,7266
2011,"eastside","Na1010471_frn","Na1010471_frn_17010214","B",0.0425323997106552,5937.41260760725,2.89249001904529e-07,35364607.4625135,1,5856
2011,"eastside","Na1010471_frn","Na1010471_frn_17010214","E",0.0469061492385677,6547.97668972364,3.43015637486976e-07,41375231.6863928,1,5856
2011,"eastside","Na1010471_frn","Na1010471_frn_17010215","B",0.361241876164501,72589.140657086,4.14165339869342e-06,92198068.7083229,12,9144
2011,"eastside","Na1010471_frn","Na1010471_frn_17010215","E",0.0998092316317604,6122.88833901821,4.52514415573839e-07,12388631.6374949,1,3288
2011,"eastside","Na1010471_frn","Na1010471_frn_17010216","A",0.18839169527211,37856.0520500306,1.34609762183306e-06,115394218.035699,22,9144
2011,"eastside","Na1010471_frn","Na1010471_frn_17010216","B",1.14613180786397,256138.803489072,3.76992835506726e-05,704013557.86207,109,9487
2011,"eastside","Na1010471_frn","Na1010471_frn_17010216","C",0.0405033072681473,2484.71232279175,1.3098217808507e-07,4155018.96738398,2,3288
2011,"eastside","Na1010471_frn","Na1010471_frn_17010216","E",0.430735124643201,36131.6564043384,7.57607835390181e-06,125133325.211756,15,3631
2011,"eastside","Na1010471_frn","Na1010471_frn_17010305","A",0.051590998636146,7201.96950619185,3.77397283257248e-07,42779617.9777819,1,5856
2011,"eastside","Na1010471_frn","Na1010471_frn_17010308","A",0.00104250049940309,145.530363927293,1.95708318855576e-10,25500.1150078781,1,5856
2011,"eastside","Na1010471_frn","Na1010471_frn_17010308","E",0.0363646723235575,5076.41387258256,2.38131090118601e-07,31027654.9330375,1,5856
2011,"eastside","Na1010471_frn","Na1010471_frn_17020001","A",0.0465292792601772,9349.74768914054,1.70637406918306e-07,44247716.1516408,4,9144
2011,"eastside","Na1010471_frn","Na1010471_frn_17020001","B",0.298503698440059,59982.3231536387,3.18097645583678e-06,217403136.052575,24,9144
2011,"eastside","Na1010471_frn","Na1010471_frn_17020001","E",0.0328578975505726,2015.69769116464,1.21535632862585e-07,4061023.42637081,1,3288
2011,"eastside","Na1010471_frn","Na1010471_frn_17020002","A",0.0308493744755742,1892.48301138502,9.8982949077612e-08,3262265.01655057,2,3288
2011,"eastside","Na1010471_frn","Na1010471_frn_17020002","B",0.66658108652479,40892.0246651211,7.65190697146018e-06,77136177.6510702,22,3288
2011,"eastside","Na1010471_frn","Na1010471_frn_17020002","E",0.0650191062064919,3988.65636671663,2.66428026462228e-07,8014351.59687801,2,3288
2011,"eastside","Na1010471_frn","Na1010471_frn_17020003","A",0.0431800003663528,8676.73248031431,1.50649305847597e-07,38069587.5369471,4,9144
2011,"eastside","Na1010471_frn","Na1010471_frn_17020003","B",0.400830740189583,80544.2582909627,5.65729104737978e-06,349469005.870985,27,9144
2011,"eastside","Na1010471_frn","Na1010471_frn_17020003","C",0.0199290117826895,1222.56340277803,3.39653004036116e-08,1092363.79502138,2,3288
2011,"eastside","Na1010471_frn","Na1010471_frn_17020003","E",0.0321612086559192,1972.95867555199,1.1816059041779e-07,3953328.1705072,1,3288
2011,"eastside","Na1010471_frn","Na1010471_frn_17020008","B",0.0611562087001491,3751.68339628368,2.4986070143414e-07,7650426.43846265,2,3288
2011,"eastside","R1RFWF_fcw","R1RFWF_fcw_17100301","A",0.059463845281682,16485.4988950413,1.64793249428471e-07,55972496.7353067,14,14475
2011,"eastside","R1RFWF_fcw","R1RFWF_fcw_17100301","B",0.130190884071879,36093.5567712534,5.32879047234126e-07,70066736.6551897,21,14475
2011,"eastside","R1RFWF_fcw","R1RFWF_fcw_17100301","C",0.00836275507007854,1011.80371444481,8.45672494255758e-09,1163226.56303813,1,6925
2011,"eastside","R1RFWF_fcw","R1RFWF_fcw_17100301","D",0.00520133506604429,629.305784492649,2.96659139701742e-09,407144.085413607,1,6925
2011,"eastside","R1RFWF_fcw","R1RFWF_fcw_17100301","E",0.492283711300014,146063.457215307,6.20824634117563e-06,419583976.475098,68,14816
2011,"eastside","RaABAMlw_fsi","RaABAMlw_fsi_17020009","B",0.417003871561838,9398.34527412372,7.40996157132903e-05,81227742.2156917,1,343
2011,"eastside","RaABAMlw_fsi","RaABAMlw_fsi_17020010","B",0.0316616455291884,1942.31251994837,1.16695470111063e-07,3917834.36941742,1,3288
2011,"eastside","RaABAMlw_fsi","RaABAMlw_fsi_17020011","A",0.0496763277133869,9982.12604253132,1.9006816051444e-07,47344502.6536044,3,9144
2011,"eastside","RaABAMlw_fsi","RaABAMlw_fsi_17020011","B",0.395035257268941,33137.0194038948,6.80411516474254e-06,111426873.969461,13,3631
2011,"eastside","RaABAMlw_fsi","RaABAMlw_fsi_17020011","C",0.0214239957718093,1314.27455899424,2.85469858285413e-08,866643.983036378,2,3288
2011,"eastside","RaABAMlw_fsi","RaABAMlw_fsi_17020011","E",0.301048931787773,18468.121272769,2.08315553407426e-06,35423665.4343285,10,3288
