"YEAR","STATE","ew","BpS_Code","BPS_LLID","sclass","PERC_AREA","AREA_TOTAL","PERC_AREA_VAR","AREA_TOTAL_VAR","nPlots_AREA","N"
2002,"Oregon","eastside","R1RFWF_fcw","R1RFWF_fcw_17100301","B",0.235141423141179,27934.5727561179,9.1127884252697e-06,385597473.834235,3,714
2002,"Oregon","eastside","R1RFWF_fcw","R1RFWF_fcw_17100301","E",0.962421165487776,114334.699986928,0.000115724121759515,2147074998.91692,6,714
2002,"Oregon","eastside","RaABAMlw_fsi","RaABAMlw_fsi_17070105B","B",0.0904212400913655,10741.9555273939,2.61551724226112e-06,244883424.213676,1,714
2002,"Oregon","eastside","RaABAMlw_fsi","RaABAMlw_fsi_17070105B","E",0.110120802630315,13082.2444295224,3.18717625393123e-06,263462624.147105,1,714
2002,"Oregon","eastside","RaABAMlw_fsi","RaABAMlw_fsi_17100301","E",0.143937588677435,17099.6457771538,4.12137723639347e-06,236676518.363204,1,714
2002,"Oregon","eastside","RaABAMlw_fsi","RaABAMlw_fsi_17100302","E",0.12847405282499,15262.5927323672,3.94001531987404e-06,303694328.108526,1,714
2002,"Oregon","eastside","RaABAMlw_fsw","RaABAMlw_fsw_17070306","E",0.110120802630315,13082.2444295224,3.18717625393123e-06,263462624.147105,1,714
2002,"Oregon","eastside","RaDFHEdy_fwi","RaDFHEdy_fwi_17070105B","B",0.0470477707805581,5589.22948719919,4.92200999251328e-07,35094405.5589396,1,714
2002,"Oregon","eastside","RaDFHEdy_fwi","RaDFHEdy_fwi_17070105B","E",0.0998708014961811,11864.5542471343,2.21789744477721e-06,158138225.102226,1,714
2002,"Oregon","eastside","RaDFHEdy_fwi","RaDFHEdy_fwi_17100301","A",0.225307045528308,61361.9034351707,2.29707599286601e-05,3615672733.01353,2,1454
2002,"Oregon","eastside","RaDFHEdy_fwi","RaDFHEdy_fwi_17100301","E",0.577496433243996,157279.94784975,0.00013050207479018,8508445124.12794,5,1454
2002,"Oregon","eastside","RaDFHEdy_fwi","RaDFHEdy_fwi_17100302","A",0.110675758644466,13148.172665163,3.58016303545227e-06,316693572.183216,1,714
2002,"Oregon","eastside","RaDFHEdy_fwi","RaDFHEdy_fwi_17100302","B",0.796796352556557,122347.189976366,0.000705508782153653,8391251301.01919,2,740
2002,"Oregon","eastside","RaDFHEdy_fwi","RaDFHEdy_fwi_17100302","E",0.291894941846601,34676.8356728922,1.39932052390033e-05,646757371.662032,3,714
2002,"Oregon","eastside","RaDFHEdy_fwi","RaDFHEdy_fwi_17100306","E",0.117661355060914,13978.0547366983,3.45007592571241e-06,278007482.384325,1,714
2002,"Oregon","eastside","RaDFHEdy_fwi","RaDFHEdy_fwi_17100310","B",0.296376078658273,35209.1903751117,1.48673319028014e-05,752623842.295682,1,714
2002,"Oregon","eastside","RaDFHEdy_fwx","RaDFHEdy_fwx_17100307","E",0.352984065182742,41934.1642100948,1.88376823473165e-05,778420950.67611,3,714
2002,"Oregon","eastside","RaDFHEwt_fhc","RaDFHEwt_fhc_OSW","A",0.415046375771123,63729.9074255834,0.000195193431468235,4111817848.74176,1,740
2002,"Oregon","eastside","RaDFHEwt_fwm","RaDFHEwt_fwm_OSW","A",0.257375315564257,70095.6298247063,2.84477878147503e-05,4293380282.85046,2,1454
2002,"Oregon","eastside","RaDFHEwt_fwm","RaDFHEwt_fwm_OSW","B",0.357610523969627,97394.4795546487,5.33084895692971e-05,5822483952.20178,3,1454
2002,"Oregon","eastside","RaDFHEwt_fwm","RaDFHEwt_fwm_OSW","E",0.475148364935166,129405.665136503,9.14654266543353e-05,8366031156.44465,3,1454
2002,"Oregon","eastside","RaDFHEwt_fwn","RaDFHEwt_fwn_OSW","B",0.887805748391791,136321.581056548,0.000871096871086293,9109218033.88777,2,740
2002,"Oregon","eastside","RaDFHEwt_fwn","RaDFHEwt_fwn_OSW","E",0.945058887654545,145112.736643102,0.000984397540245956,11171300461.3123,2,740
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1705011901","A",0.0301434703854118,3581.01501366524,2.0665143870349e-07,15058095.4249978,1,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1705011901","B",0.0507452545075916,6028.4869638598,5.85656276187582e-07,42675086.843867,1,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1705020201","A",0.150212519960606,17845.1015208835,5.06386235509983e-06,392701688.946437,1,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1705020205","B",0.120443896063983,14308.6179061252,3.61253151425501e-06,303020715.023802,1,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1705020310","B",0.127329276284742,15126.5943909186,3.76790646546065e-06,278031418.796364,1,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1706010202","B",0.220233670786695,26163.5462512452,8.20156234146374e-06,395349136.698548,2,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1706010203","B",0.39000593461433,46332.3263517914,2.08940136311754e-05,995218335.594019,1,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1706010205","B",0.121736658511184,14462.1968296314,3.12084621388815e-06,205848548.612642,2,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1706010401","B",0.397292146377654,47197.9212346498,2.21933539798471e-05,836570522.723946,3,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1706010402","A",0.0811133492908461,9636.18713788731,1.2534224910672e-06,72767135.4016248,2,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1706010402","B",0.170329671739231,20234.9996192227,5.25530474373352e-06,293868607.150078,2,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1706010403","B",0.218612344188831,25970.9342256632,8.16857685196244e-06,452834537.082763,2,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1706010404","A",0.140381488372918,21555.4207446091,2.34464190586337e-05,470392404.900108,1,740
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1706010411","B",0.316003304188062,48521.9544073051,0.00012036309201498,3251487215.931,1,740
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1706010601","E",0.140697984745898,16714.7839756149,4.55113982190984e-06,356643014.963786,1,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1706010602","B",0.120443896063983,14308.6179061252,3.61253151425501e-06,303020715.023802,1,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1706010604","A",0.043423142825524,5158.62720551203,3.98420205980562e-07,31248275.1257424,1,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1706010604","B",0.514625138780696,61136.9668064201,3.6115690167782e-05,1188803098.56261,3,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1706010604","C",0.03133890533035,3723.03152440368,2.35557922259918e-07,16276131.4437546,1,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1706010604","E",0.104149223854102,12372.8266690758,2.56148541487945e-06,181324175.704169,1,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1706010605","A",0.0449327998656294,5337.97299605906,5.02769606962477e-07,42172533.3586256,1,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1706010605","B",0.0565690044265152,6720.34279959629,7.35934347775004e-07,53032318.5426334,1,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1706010605","C",0.0141660784438881,1682.91636443008,4.61510181505702e-08,3325698.14553099,1,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1706010605","E",0.0755110961983533,8970.64491006611,1.41991910780154e-06,119103432.488869,1,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1706010606","B",0.238347367816189,28315.4358706632,9.58347004778329e-06,492603545.777019,2,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1707010301","B",0.39000593461433,46332.3263517914,2.08940136311754e-05,995218335.594019,1,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1707010302","C",0.0512241821350438,7865.4159534639,3.30391770497899e-06,74367296.2607433,1,740
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1707010305","A",0.305101708835925,46848.0266172068,0.00011140514445131,3066217484.7498,1,740
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1707010403","A",0.0472967075661314,7262.35662008679,2.58509100219062e-06,71665434.8797898,1,740
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1707010403","B",0.308806125336759,47416.8356333688,0.000110201074582466,3055059929.21724,1,740
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1707020103","B",0.209615675934587,24902.1387724693,8.51035109509075e-06,536171609.857225,1,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1707020104","B",0.193788004007004,23021.826715518,7.18631425849609e-06,501524915.203498,1,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1707020106","B",0.257541304320609,70140.8365159338,2.88910845796633e-05,4101860832.38418,2,1454
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1707020107","A",0.545991277559884,83836.3508401182,0.000338467074599672,5637892684.30467,1,740
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1707020108","A",0.000197981363906967,23.5199938000464,9.24731092743213e-12,723.385627459559,1,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1707020108","B",0.133212641214912,15825.5324321072,4.1865638116302e-06,327500622.996417,1,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1707020109","B",0.281327207006709,76618.8774503416,3.33556004434319e-05,5166238106.93896,2,1454
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1707020112","A",0.421067995978392,64654.5204827347,0.000192107124976509,4157927965.5263,1,740
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1707020202","A",0.0668497731496898,7941.6881416882,1.40812024933737e-06,133393238.038547,1,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1707020202","B",0.0222832577165633,2647.22938056273,1.5645780548193e-07,14821470.8931719,1,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1707020203","B",3.81547759704706,73133.9738388135,0.0792995180910352,6515138863.4588,1,35
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1707020206","B",0.26204979277558,71368.7139334545,2.90957569927762e-05,3977093345.99428,2,1454
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1707020209","B",0.30162947662653,35833.2889528982,1.44967166359166e-05,626024293.138561,2,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1707020209","C",0.0388327929836113,4613.29810134157,3.25722577667904e-07,23088268.7988415,1,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1707020210","B",0.5121769414663,78644.1973008953,0.000277639972805758,5901277490.43239,1,740
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1707020304","A",0.200675325124077,23840.0337769089,8.38292707674166e-06,563111116.447355,1,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1707020304","B",0.422334604032919,64849.0067348059,0.000201840736128455,4257493065.73912,1,740
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1707020401","B",0.165142579923888,19618.7781480216,5.40522770843929e-06,381534920.659168,1,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1707020403","B",0.0885129954856437,10515.2579210645,2.01810967593864e-06,164202615.488106,1,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1707020403","C",0.0561472833418872,6670.24274421704,8.12060121130468e-07,66072918.3418598,1,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1707020405","B",0.421067995978392,64654.5204827347,0.000192107124976509,4157927965.5263,1,740
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1707030309","B",0.148680292154196,17663.0743452148,5.37514809960992e-06,418273894.848205,1,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1707030402","B",0.10355793211912,12302.581785081,3.40958705163958e-06,317971925.700237,1,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1707030502","E",0.148680292154196,17663.0743452148,5.37514809960992e-06,418273894.848205,1,714
2002,"Oregon","eastside","RaMCONdy_fdd","RaMCONdy_fdd_1707030504","B",0.807015079654429,123916.264108732,0.000724686745324561,8955135059.06077,2,740
2002,"Oregon","eastside","RaMCONdy_fdg","RaMCONdy_fdg_1705011601","A",0.0212292090297142,2522.00942000479,9.75002197977313e-08,6837449.31013818,1,714
2002,"Oregon","eastside","RaMCONdy_fdg","RaMCONdy_fdg_1705011601","B",0.477465418365001,56722.4281016594,3.2633939529162e-05,1117835588.28405,3,714
2002,"Oregon","eastside","RaMCONdy_fdg","RaMCONdy_fdg_1705011611","A",0.150145285428242,17837.1141237207,4.89656121512826e-06,345157658.817965,1,714
2002,"Oregon","eastside","RaMCONdy_fdg","RaMCONdy_fdg_1705011611","B",0.155331171934445,18453.1924053663,5.21156124268646e-06,369412300.781464,1,714
2002,"Oregon","eastside","RaMCONdy_fdg","RaMCONdy_fdg_1705020201","B",0.134818235595415,16016.2754855422,4.18924741139897e-06,311698428.615852,1,714
2002,"Oregon","eastside","RaMCONdy_fdg","RaMCONdy_fdg_1705020301","E",0.269692999139703,32039.266436524,1.25536859332715e-05,674685969.999552,1,714
2002,"Oregon","eastside","RaMCONdy_fdg","RaMCONdy_fdg_1707020101","B",0.158672045844806,18850.0849820603,5.44676716777704e-06,381968312.390071,1,714
2002,"Oregon","eastside","RaMCONdy_fdg","RaMCONdy_fdg_1707020102","B",0.465934270254917,55352.5389024718,3.11637809107516e-05,1087581027.41323,3,714
2002,"Oregon","eastside","RaMCONdy_fdg","RaMCONdy_fdg_1707020102","E",0.193526699828577,22990.784032837,7.24146300311572e-06,427787364.072851,1,714
2002,"Oregon","eastside","RaMCONdy_fdg","RaMCONdy_fdg_1707020103","B",0.200675325124077,23840.0337769089,8.38292707674166e-06,563111116.447355,1,714
2002,"Oregon","eastside","RaMCONdy_fdg","RaMCONdy_fdg_1707020105","A",0.00955847087590462,1135.53705915898,2.1554784201706e-08,1686157.329073,1,714
2002,"Oregon","eastside","RaMCONdy_fdg","RaMCONdy_fdg_1707020105","B",0.426483851851239,116151.986603843,6.75753955042464e-05,5018499295.81001,4,1454
2002,"Oregon","eastside","RaMCONdy_fdg","RaMCONdy_fdg_1707020210","B",0.390788624684685,60005.1568402559,0.00017826699755011,4328284040.83942,1,740
2002,"Oregon","eastside","RaMCONdy_fdg","RaMCONdy_fdg_1707020301","A",0.0523045867227674,6213.73411697256,6.73238606920998e-07,52182192.5422296,1,714
2002,"Oregon","eastside","RaMCONdy_fdg","RaMCONdy_fdg_1707020301","B",0.282492575348537,33559.8436622496,1.30544501588823e-05,612820273.702111,2,714
2002,"Oregon","eastside","RaMCONdy_fdg","RaMCONdy_fdg_1707020302","A",0.0348421598588776,4139.21476087069,2.65131860836862e-07,18417752.4397353,1,714
2002,"Oregon","eastside","RaMCONdy_fdg","RaMCONdy_fdg_1707020302","B",0.484493102484818,57557.3101514894,3.32903010514992e-05,1093861589.01007,3,714
2002,"Oregon","eastside","RaMCONdy_fdg","RaMCONdy_fdg_1707020403","B",0.422334604032919,64849.0067348059,0.000201840736128455,4257493065.73912,1,740
2002,"Oregon","eastside","RaMCONdy_fdg","RaMCONdy_fdg_1707020411","A",0.240525278220806,65506.5573351026,2.54684520454434e-05,4258407529.53068,2,1454
2002,"Oregon","eastside","RaMCONdy_fdg","RaMCONdy_fdg_1707020411","B",0.0688740734136932,8182.17304753604,1.52792837270095e-06,141594204.399423,1,714
2002,"Oregon","eastside","RaMCONdy_fdg","RaMCONdy_fdg_1707030403","B",0.321192468315378,38157.3533706395,1.77251340908689e-05,918781475.128791,2,714
2002,"Oregon","eastside","RaMCONdy_fdg","RaMCONdy_fdg_1707030404","B",0.215397373643118,25588.9988464421,9.17086620513541e-06,580009891.019041,1,714
2002,"Oregon","eastside","RaMCONdy_fdg","RaMCONdy_fdg_1707030701","B",0.166637101489837,19796.3258589348,6.37691960575053e-06,466997502.237776,1,714
2002,"Oregon","eastside","RaMCONdy_fdg","RaMCONdy_fdg_1712000101","B",0.283455769288721,33674.2701671201,1.3588632527553e-05,679236787.046741,2,714
2002,"Oregon","eastside","RaMCONdy_fdg","RaMCONdy_fdg_1712000201","B",0.342589929564495,40699.350990943,1.86897477348993e-05,838481629.519649,2,714
2002,"Oregon","eastside","RaMCONdy_fdg","RaMCONdy_fdg_1712000202","B",0.25695807343919,30526.369628414,1.12293696974382e-05,572459315.790546,2,714
2002,"Oregon","eastside","RaMCONdy_fdg","RaMCONdy_fdg_1712000203","B",0.21636503302328,25703.9558412463,9.22760752052754e-06,597987585.595317,2,714
2002,"Oregon","eastside","RaMCONdy_fdg","RaMCONdy_fdg_1712000205","B",0.158672045844806,18850.0849820603,5.44676716777704e-06,381968312.390071,1,714
2002,"Oregon","eastside","RaMCONdy_fmd","RaMCONdy_fmd_1707010502","A",0.414925588074369,63711.3606096572,0.000195084125307002,4109424936.68515,1,740
2002,"Oregon","eastside","RaMCONdy_fmd","RaMCONdy_fmd_1707010502","B",0.0787388158715611,9354.09487325462,2.01846129388441e-06,185693298.239229,1,714
2002,"Oregon","eastside","RaMCONdy_fmd","RaMCONdy_fmd_1707010507","A",0.0386423321035539,5933.48693406295,1.78286869211113e-06,48621176.1982023,1,740
2002,"Oregon","eastside","RaMCONdy_fmd","RaMCONdy_fmd_1707010507","B",0.313390865826225,48120.8174147327,0.000117264179701176,3197948546.75317,1,740
2002,"Oregon","eastside","RaMCONdy_fmd","RaMCONdy_fmd_1707030107","A",0.0197235830260988,2343.14251267879,1.02952985559793e-07,8558980.61600891,1,714
2002,"Oregon","eastside","RaMCONdy_fmd","RaMCONdy_fmd_1707030107","B",0.0925975048218441,11000.4936643075,2.26916401832197e-06,188646601.570218,1,714
2002,"Oregon","eastside","RaMCONdy_fmd","RaMCONdy_fmd_1707030107","E",0.182372793128993,21665.7107469302,6.68201518531566e-06,418434144.373734,1,714
2002,"Oregon","eastside","RaMCONdy_fmd","RaMCONdy_fmd_1707030110","B",0.193256742941172,22958.7134167307,7.4164095617726e-06,469868497.366948,1,714
2002,"Oregon","eastside","RaMCONdy_fmd","RaMCONdy_fmd_1707030608","B",0.188498316871356,22393.4170198808,7.39137732133012e-06,498594469.124376,1,714
2002,"Oregon","eastside","RaMCONdy_fmd","RaMCONdy_fmd_1707030609","A",0.215397373643118,25588.9988464421,9.17086620513541e-06,580009891.019041,1,714
2002,"Oregon","eastside","RaMCONdy_fmd","RaMCONdy_fmd_1712000301","B",0.0951091546596153,14603.9044685582,1.03903397899208e-05,212137349.15291,1,740
2002,"Oregon","eastside","RaMCONdy_fmd","RaMCONdy_fmd_1712000603","A",0.0727668121387832,8644.62662838084,8.53541494881943e-07,38942377.2774287,1,714
2002,"Oregon","eastside","RaMCONdy_fmd","RaMCONdy_fmd_1712000603","B",0.399621467018293,47474.6422650792,2.3368986827722e-05,852800066.424977,2,714
2002,"Oregon","eastside","RaMCONdy_fmd","RaMCONdy_fmd_1712000703","B",0.137559918773787,16341.9847850665,4.41394193573059e-06,332787790.156256,1,714
2002,"Oregon","eastside","RaMCONdy_fmd","RaMCONdy_fmd_1712000703","E",0.347976759752016,41339.3011868208,1.95190384833385e-05,890545761.710103,1,714
2002,"Oregon","eastside","RaMCONdy_fmd","RaMCONdy_fmd_1712000704","B",0.12441151940506,14779.9677066392,3.75473056352743e-06,295763100.265938,1,714
2002,"Oregon","eastside","RaMCONdy_fmd","RaMCONdy_fmd_1801020203","A",0.12441151940506,14779.9677066392,3.75473056352743e-06,295763100.265938,1,714
2002,"Oregon","eastside","RaMCONdy_fmd","RaMCONdy_fmd_1801020301","B",0.6477538075195,99461.873654696,0.00047785490200527,7733155332.07536,1,740
2002,"Oregon","eastside","RaMCONdy_fmd","RaMCONdy_fmd_1801020303","B",0.281175932558253,43174.2503929757,9.46315081545066e-05,2240723220.28996,1,740
2002,"Oregon","eastside","RaMCONdy_fmd","RaMCONdy_fmd_1801020405","B",0.422334604032919,64849.0067348059,0.000201840736128455,4257493065.73912,1,740
2002,"Oregon","eastside","RaMCONdy_fmd","RaMCONdy_fmd_1801020407","A",0.0379145227917331,4504.20849415061,3.13348976870067e-07,22414625.7840808,1,714
2002,"Oregon","eastside","RaMCONdy_fmd","RaMCONdy_fmd_1801020407","B",0.11449464073305,13601.8521493028,2.85750770495591e-06,204404579.588824,1,714
2002,"Oregon","eastside","RaMCONdy_fmd","RaMCONdy_fmd_1802000101","B",0.341152635722824,92912.2080527558,4.78924353021438e-05,4694298834.7206,3,1454
