"strataID","BpS","SCLASS","YEAR","STATE","ew","MAP_ZONE","PVT","BpS_Code","BPS_LLID","sclass","AREA_TOTAL","AREA_STRATA","avg","low","high","departure"
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000109","Na0210290","A",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000109","A",0.20278982882165,1.556765,0.14412505773113,0.11594977202095,0.172300341884545,0.0304894869371048
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000109","Na0210290","B",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000109","B",0.0266535448091501,1.556765,0.01701410574563,0.00737466668211,0.02665354480915,5.55111512312578e-17
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000109","Na0210290","C",NA,NA,NA,NA,NA,NA,NA,NA,0.29145718835758,1.556765,0.329718466501235,0.29145718835758,0.367979774223425,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000109","Na0210290","D",NA,NA,NA,NA,NA,NA,NA,NA,0.96308918943699,1.556765,1.01068352128128,0.96308918943699,1.05827785312557,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000109","Na0210290","E",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000109","E",0.07277524857463,1.556765,0.05522383161631,0.03767241154446,0.07277524857463,2.77555756156289e-17
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000110","Na0210290","A",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000110","A",20.237945,196.819575,18.2215251560071,14.6593640340772,21.7836860811175,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000110","Na0210290","B",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000110","B",8.77025295189401,196.819575,2.15106908355465,0.93236857338105,3.36976959372825,5.40048335816576
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000110","Na0210290","C",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000110","C",36.8485159566369,196.819575,41.6858346933704,36.8485159566369,46.5231571696759,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000110","Na0210290","D",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000110","D",121.761990378819,196.819575,127.77927376199,121.761990378819,133.796557145161,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000110","Na0210290","E",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000110","E",9.20087071264965,196.819575,6.98187014006205,4.7628691738353,9.20087071264965,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000201","Na0210290","A",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000201","A",0.222395,2.22395,0.2058929396159,0.1656425314585,0.24614334554935,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000201","Na0210290","B",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000201","B",0.1555281580871,2.22395,0.0243058653509,0.0105352381173,0.0380764925845,0.1174516655026
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000201","Na0210290","C",NA,NA,NA,NA,NA,NA,NA,NA,0.4163674119394,2.22395,0.47102638071605,0.4163674119394,0.52568539174775,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000201","Na0210290","D",NA,NA,NA,NA,NA,NA,NA,NA,1.3758416991957,2.22395,1.4438336018304,1.3758416991957,1.5118255044651,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000201","Na0210290","E",NA,NA,NA,NA,NA,NA,NA,NA,0.0538177307778,2.22395,0.0788911880233,0.0538177307778,0.1039646408209,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000202","Na0210290","A",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000202","A",2.5493578480436,19.57076,1.81185786861992,1.4576542768348,2.16606144083428,0.38329640720932
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000202","Na0210290","B",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000202","B",0.3350731347436,19.57076,0.21389161508792,0.09271009543224,0.3350731347436,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000202","Na0210290","C",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000202","C",3.66403322506672,19.57076,4.14503215030124,3.66403322506672,4.6260314473802,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000202","Na0210290","D",NA,NA,NA,NA,NA,NA,NA,NA,12.1074069529222,19.57076,12.7057356961075,12.1074069529222,13.3040644392929,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000202","Na0210290","E",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000202","E",0.91488883922392,19.57076,0.69424245460504,0.47359603084464,0.91488883922392,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000203","Na0210290","A",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000203","A",4.89269,46.25816,4.28257314401072,3.4453646543368,5.11978158742648,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000203","Na0210290","B",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000203","B",1.9250559593152,46.25816,0.50556199929872,0.21913295283984,0.7919910457576,1.1330649135576
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000203","Na0210290","C",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000203","C",8.66044216833952,46.25816,9.79734871889384,8.66044216833952,10.9342561483532,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000203","Na0210290","D",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000203","D",28.6175073432706,46.25816,30.0317389180723,28.6175073432706,31.4459704928741,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000203","Na0210290","E",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000203","E",2.16246452907472,46.25816,1.64093671088464,1.11940880017824,2.16246452907472,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000204","Na0210290","A",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000204","A",84.287705,735.905055,68.1299737189013,54.8111136596177,81.4488330422799,2.83887195772007
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000204","Na0210290","B",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000204","B",24.1734554777595,735.905055,8.04281084461281,3.48611029301457,12.599511396211,11.5739440815485
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000204","Na0210290","C",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000204","C",137.775976610747,735.905055,155.862629378941,137.775976610747,173.94929612933,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000204","Na0210290","D",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000204","D",455.266018263857,735.905055,477.764538845679,455.266018263857,500.263059427502,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000204","Na0210290","E",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000204","E",34.4018996476358,735.905055,26.10509411691,17.808287114374,34.4018996476358,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000301","Na0210290","A",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","Na0210290_fdw_1709000301","A",251.925726095233,3382.405555,313.142571861822,251.925726095233,374.359414246006,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000301","Na0210290","B",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","Na0210290_fdw_1709000301","B",246.589169554887,3382.405555,36.9667906121838,16.0230436526016,57.910537571766,188.678631983121
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000301","Na0210290","C",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","Na0210290_fdw_1709000301","C",633.253196818633,3382.405555,716.38402243104,633.253196818633,799.514912309153,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000301","Na0210290","D",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","Na0210290_fdw_1709000301","D",2092.51764030674,3382.405555,2195.92652502385,2092.51764030674,2299.33540974097,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000301","Na0210290","E",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","Na0210290_fdw_1709000301","E",158.119822224507,3382.405555,119.985607864637,81.851386739956,158.119822224507,2.8421709430404e-14
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000302","Na0210290","A",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","Na0210290_fdw_1709000302","A",100.300145,855.77596,79.2276031641983,63.7392461052308,94.7159593673899,5.58418563261012
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000302","Na0210290","B",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","Na0210290_fdw_1709000302","B",25.8281552473312,855.77596,9.35289698702632,4.05395962753704,14.6518343465156,11.1763209008156
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000302","Na0210290","C",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","Na0210290_fdw_1709000302","C",160.218180114281,855.77596,181.250951299536,160.218180114281,202.283738744534,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000302","Na0210290","D",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","Na0210290_fdw_1709000302","D",529.423885850505,855.77596,555.587169984338,529.423885850505,581.75045411817,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000302","Na0210290","E",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","Na0210290_fdw_1709000302","E",40.0055937878823,855.77596,30.3573291513658,20.7090628032974,40.0055937878823,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000303","Na0210290","A",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000303","A",59.8519694779327,459.46807,42.5374813246449,34.2217469993261,50.8532151904957,8.99875428743695
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000303","Na0210290","B",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000303","B",7.86660336795769,459.46807,5.02159178149594,2.17658019503418,7.8666033679577,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000303","Na0210290","C",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000303","C",86.02150730668,459.46807,97.3140502559359,86.02150730668,108.606601935085,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000303","Na0210290","D",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000303","D",284.248895053832,459.46807,298.296022138161,284.248895053832,312.34314922249,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000303","Na0210290","E",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000303","E",21.4790947935979,459.46807,16.2989194456138,11.1187431786935,21.4790947935979,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000304","Na0210290","A",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","Na0210290_fdw_1709000304","A",28.8549289800707,387.41209,35.8665500810898,28.8549289800707,42.8781707946968,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000304","Na0210290","B",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","Na0210290_fdw_1709000304","B",28.2436934291941,387.41209,4.23408174412678,1.83523848003366,6.6329250082199,21.6107684209742
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000304","Na0210290","C",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","Na0210290_fdw_1709000304","C",72.5312031598435,387.41209,82.0527955207359,72.5312031598435,91.574395242458,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000304","Na0210290","D",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","Na0210290_fdw_1709000304","D",239.671623999891,387.41209,251.515813438856,239.671623999891,263.36000287782,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000304","Na0210290","E",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","Na0210290_fdw_1709000304","E",18.1106404310008,387.41209,13.7428449536589,9.37504870149276,18.1106404310008,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000305","Na0210290","A",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","Na0210290_fdw_1709000305","A",83.8391092299792,643.61113,59.5854167248415,47.9369486040899,71.2338842019819,12.6052250279973
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000305","Na0210290","B",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","Na0210290_fdw_1709000305","B",11.0193369539543,643.61113,7.03411743255046,3.04889791114662,11.0193369539543,8.88178419700125e-15
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000305","Na0210290","C",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","Na0210290_fdw_1709000305","C",120.496729015262,643.61113,136.315034579225,120.496729015262,152.133352371799,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000305","Na0210290","D",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","Na0210290_fdw_1709000305","D",398.168587747236,643.61113,417.845444369718,398.168587747236,437.5223009922,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000305","Na0210290","E",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","Na0210290_fdw_1709000305","E",30.0873670535685,643.61113,22.831109813943,15.5748512870953,30.0873670535685,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000306","Na0210290","A",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","Na0210290_fdw_1709000306","A",206.160165,1904.813175,176.347302781018,141.872828194205,210.821775463018,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000306","Na0210290","B",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","Na0210290_fdw_1709000306","B",74.5801914496861,1904.813175,20.8179736730459,9.02343144746745,32.6125158986242,41.9676755510619
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000306","Na0210290","C",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","Na0210290_fdw_1709000306","C",356.618688326096,1904.813175,403.434095083297,356.618688326096,450.249538031948,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000306","Na0210290","D",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","Na0210290_fdw_1709000306","D",1178.40841536112,1904.813175,1236.64347996774,1178.40841536112,1294.87854457436,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000306","Na0210290","E",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","Na0210290_fdw_1709000306","E",89.0457148631008,1904.813175,67.5703025419565,46.0948864111857,89.0457148631009,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000406","Na0210290","A",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000406","A",9.4442120279797,72.50077,6.71210983147834,5.3999465255471,8.02427306490881,1.41993896307089
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000406","Na0210290","B",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000406","B",1.2412936582547,72.50077,0.79237121043934,0.34344876262398,1.2412936582547,1.33226762955019e-15
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000406","Na0210290","C",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000406","C",13.5735776292244,72.50077,15.3554600113432,13.5735776292244,17.1373437709766,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000406","Na0210290","D",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000406","D",44.8524393937798,72.50077,47.068975419671,44.8524393937798,49.2855114455623,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000406","Na0210290","E",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000406","E",3.38924729076134,72.50077,2.57185272955958,1.75445802335628,3.38924729076134,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000407","Na0210290","A",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000407","A",21.127525,264.65005,24.5012598142921,19.7114612435615,29.2910581203727,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000407","Na0210290","B",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000407","B",17.877848517236,264.65005,2.8923979767571,1.2536933359587,4.5311026175555,13.3467458996805
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000407","Na0210290","C",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000407","C",49.5477220207886,264.65005,56.05213930521,49.5477220207886,62.5565616179823,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000407","Na0210290","D",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000407","D",163.725162204288,264.65005,171.816198617818,163.725162204288,179.907235031347,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000407","Na0210290","E",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000407","E",12.3717922576871,264.65005,9.3880513747727,6.4043099625582,12.3717922576871,3.5527136788005e-15
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000506","Na0210290","A",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000506","A",73.9313775932643,567.55204,52.5438781899777,42.2719740282092,62.8157817841941,11.1155958090702
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000506","Na0210290","B",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000506","B",9.71712090756441,567.55204,6.20285683754968,2.68859276753496,9.7171209075644,7.105427357601e-15
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000506","Na0210290","C",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000506","C",106.256963526935,567.55204,120.205932358736,106.256963526935,134.154911974026,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000506","Na0210290","D",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000506","D",351.114801634743,567.55204,368.466335187118,351.114801634743,385.817868739494,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000506","Na0210290","E",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000506","E",26.5317763374937,567.55204,20.1330311835462,13.7342848944946,26.5317763374937,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000606","Na0210290","A",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000606","A",2.2017181414922,16.90202,1.56478634108084,1.2588832390846,1.87068942617506,0.331028715317139
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000606","Na0210290","B",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000606","B",0.2893813436422,16.90202,0.18472457666684,0.08006780969148,0.2893813436422,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000606","Na0210290","C",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000606","C",3.16439233073944,16.90202,3.57980049344198,3.16439233073944,3.9952089772829,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000606","Na0210290","D",NA,NA,NA,NA,NA,NA,NA,NA,10.4563969138873,16.90202,10.973135373911,10.4563969138873,11.4898738339348,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000606","Na0210290","E",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000606","E",0.79013127023884,16.90202,0.59957302897708,0.40901475391128,0.79013127023884,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000607","Na0210290","A",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000607","A",9.44421202797969,72.50077,6.71210983147834,5.3999465255471,8.02427306490881,1.41993896307088
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000607","Na0210290","B",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000607","B",1.2412936582547,72.50077,0.79237121043934,0.34344876262398,1.2412936582547,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000607","Na0210290","C",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000607","C",13.5735776292244,72.50077,15.3554600113432,13.5735776292244,17.1373437709766,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000607","Na0210290","D",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000607","D",44.8524393937798,72.50077,47.068975419671,44.8524393937798,49.2855114455623,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000607","Na0210290","E",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000607","E",3.38924729076134,72.50077,2.57185272955958,1.75445802335628,3.38924729076134,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000608","Na0210290","A",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000608","A",24.3637494341439,187.034195,17.3155962216972,13.9305368956599,20.7006553607003,3.6630940734436
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000608","Na0210290","B",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000608","B",3.20223302635645,187.034195,2.04412327601069,0.88601352566493,3.20223302635645,2.66453525910038e-15
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000608","Na0210290","C",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000608","C",35.0164993441035,187.034195,39.6133186182198,35.0164993441035,44.2101414459858,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000608","Na0210290","D",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000608","D",115.708286902358,187.034195,121.426405913937,115.708286902358,127.144524925515,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000608","Na0210290","E",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","Na0210290_fdw_1709000608","E",8.74342629303769,187.034195,6.63474891275953,4.52607115841298,8.74342629303769,1.77635683940025e-15
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000701","Na0210290","A",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","Na0210290_fdw_1709000701","A",107.861575,1175.357575,108.814418587003,87.5420778758172,130.086758122831,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000701","Na0210290","B",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","Na0210290_fdw_1709000701","B",65.3681720912539,1175.357575,12.8456498379507,5.56787334499305,20.1234263309082,45.2447457603456
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000701","Na0210290","C",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","Na0210290_fdw_1709000701","C",220.050177209973,1175.357575,248.937442208432,220.050177209973,277.824729538686,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000701","Na0210290","D",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","Na0210290_fdw_1709000701","D",727.132338024928,1175.357575,763.066058567366,727.132338024928,798.999779109805,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000701","Na0210290","E",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","Na0210290_fdw_1709000701","E",54.9453126738456,1175.357575,41.693992870314,28.4426707160673,54.9453126738456,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000702","Na0210290","A",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","Na0210290_fdw_1709000702","A",0.20278982882165,1.556765,0.14412505773113,0.11594977202095,0.172300341884545,0.0304894869371049
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000702","Na0210290","B",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","Na0210290_fdw_1709000702","B",0.02665354480915,1.556765,0.01701410574563,0.00737466668211,0.02665354480915,0
"2014_Oregon_Na0210290_fdw_Na0210290_fdw_1709000702","Na0210290","C",NA,NA,NA,NA,NA,NA,NA,NA,0.29145718835758,1.556765,0.329718466501235,0.29145718835758,0.367979774223425,0
